,artist,lyrics,tag,title,x_coordinate,y_coordinate,year
410,Sugarloaf,"A million thoughts, a thousand words
So many said, so little heard
The world sometimes will bring ya down
We got to stop and look around

How many men have been on the moon?
How many snowflakes in a fiery June?
Too scared to let it be
Where maybe you, and maybe me
Belong
What's wrong?
What's wrong?
Will we ever know
Just how far they'll go?

Read the news, friend: so black and white
Makes us believers, thinking we're right
So clear, so very bold, to build it up, and let us hold
Their lies
Surprise
Surprise
Fix what's the matter, the sooner the better for now
Things gonna change some, they'll all be arranged some, but how?
Fix what's the matter, the sooner the better for now
Things gonna change some, they'll all be arranged some, but how?",rock,Things Gonna Change Some,-0.7,-0.3,1970
411,Apple Sweet Apple,"She cuts my hairs
She asks about my everyday
She doesn't care
I stare through the mirror

She can't fool me
She can't fool me

She shows her smile
She asks about my dinner
I respond while
She fakes her smile

She can't fool me
She can't fool me

They can't fool me
They can't fool me

And you
You
Oh you
I see right through you
You
Oh you
Right through you
You can't fool me
You can't fool me
You can't fool me
You can't fool me",rock,Cant fool me,-0.6,0.6,2017
412,Street Dogs,"[Verse 1]
I'm sitting in this cell, yeah for something I didn't do!
And all I can think of, baby I think of you!
Don't worry baby, coming back for you!

[Hook]
(There's gonna be a borstal breakout!) [4x]

[Verse 2]
Well now I got the chance I don't care about what I do!
When I done them things I done 'em, just for you!
And now I'm getting out, coming back for you...

[Hook]
(There's gonna be a borstal breakout!) [4x]

[Hook]
(There's gonna be a borstal breakout!) [4x]

[Verse 3]
Well now I'm over the wall, I'm nearly home!
Coming through that door, coming back for you!
Now I'm nearly home, nearly back for you!
[Hook]
(There's gonna be a borstal breakout) [3x]
(There's gonna be a borstal, breakout!)",rock,Borstal Breakout,0.6,0.9,2003
413,The Scaramanga Six,"I hear Cindy!

There is a voice inside my mind saying
""It's not good enough, not good enough""
When I've exhausted everything
""It's never enough, you're not fast enough""

Encouragement is a terrible thing, baby
Nothing is earned, nothing is learned

A pat on the back I could find opportune
Some kind of fillip, a positive boon, but
I was left with no-one to impress, just
Constant scrutiny
Always at my behest
Then I hear Cindy
Kate and Cindy
Of all the bars in all the world
I hear The Fall in eighty five
And I'm so glad to be alive
Cruel to be kind, these words were expelled
Strangely enough - I am propelled
So I want to thank you for everything, but
This is the song that I was destined to sing
When I hear Cindy
Kate and Cindy
I hear The Fall in eighty five
And I'm so glad to be alive when
Hammell says 'Go Fuck Yourself', I
Know that there is mental wealth
When I hear Cindy
Kate and Cindy
I hear Cindy",rock,Kate  Cindy,0.9,0.6,2021
414,Chronolyth,"Destroy my soul
This is how it begins:
Welcome to a world gone psychotic
Fire in the sky and on the streets
The leader of the newborn state
His one goal to obliterate
Contagion deployed, engulfing the race
He controls what we feel, what we hear
What we see, when we fear, when we die, when we bleed
Father, save us
Reclaim your power
No hope amidst the societal decay
Fanning the flames of destruction
Ignite the embers of passion
Sowing the seeds of rebellion
Whisper prayers of our salvation
Father, we pray for forgiveness
Cursing his name
We all bear witness
Control, destroy my soul
Hope lies 'neath ground so cold
Behold the tyrant's fall
As one we curse your name
We curse, curse your name
In silence, does echo
So sweetly, essence of truth
Control me, destroy me
Statue to fall
To fall
Control, destroy my soul
Hope lies 'neath ground so cold
Behold the tyrant's fall
As one we curse your name
We curse, curse your name",rock,Behold the Tyrants Fall,-0.6,0.6,2013
415,Dani Lee Pearce,"I just wanna be what I can make myself out to being
Embrace the lacey web i caught myself into
For the getter and receiver
For the smacked out loud perceiver in me
Where the wild
Where the wild things aren't yet


The dreams they come to punch me in the gut
To drench in dim violet
Offer comfort in distortion

Offer up images
A taste of homages
Stripe up stripe down
On my dream wedding gown

If I’m going to burn this bridge
Why bother leaving fragments
I'll grow around an empty place
And reclaim it for me
I changed once
I change again
Again
I'll believe were caught up
When there’s a clothing section for this
Polynomous, polysemous
Polly isn't
Even a name I hear at all anymore
To have an insects eyes and see between the spectrum
I would likely find what's calling maybe",rock,Where The Wild Things Arent,-0.7,-0.7,2019
416,Harborer,"Who wants to go outside, do you wanna go outside buddy boy?
(*BARK*)
Do you wanna go outside? Let's go outside!

See Spot run
See him trod against the empty grass
See Spot run
Watch him catch that dancing leaf at last

There used to be a home there
But now it's just a field
My friends used to live there
But now old Spot uses it as a dog park

See Spot run
See him take in the smells of the city
See Spot run
My neighborhood ain’t quite as pretty

Spot don't seem to care
It's as if a home was never there
I hope to be like him someday
For now I'll watch him and take lots of notes
See Spot go
He's the oldest friend I've ever known
Watch him go
Don't take him from me darlin', don't take him now

Blue eyes and a big smile
Come sit down for a while
I'll get you a new bone
You've kept me from ever being truly alone

You know not of the world
Just chase that little squirrel
You're the man that kept me sane
I'll remember you Spot a-for the rest of my days

Spot you wanna give me some barks for the recording? You wanna give me some bark? (*BARK*) Come on! (*BARK*) Good boy!",rock,See Spot Run,0.8,0.2,2020
417,Insolence,"Wish you really would pull up, it would be  be a blood bath
I ain't got my mind right, punk step the fuck back
You don’t really know me, guaranteed don't wanna cross paths
All you see is black masks, 45's, do the math

We can let it air out, loud when its dark out
Go a head and run your mouth, goons are gettin knocked out
Got the game on lock, details all mapped out
This is the new sound, old heads better tapout

Time to wake up
All this bad blood
You can feel this
Face to my fist
They try to push and shove us
The systems so corrupted
A victim of injustice
Unstoppable you can resist

We're unstoppable
Shatter what you know
Don't resist let go
We're unbreakable
Let it go!
Let it go!
Let it go!
We're unbreakable
I can make the ground shake, crumble like an avalanche
I'm the wasted youth, just rotting in this waste land
Remember how they hated, but now I get the last laugh
Imma do what it takes, you can feel my aftermath

Gonna be a funeral, all black body bag
Call it what you want, but for me this is pay back
Dead man walking and I'll throw him on the train tracks
Spend the money, flip it, then I'm gonna get it right back

Feels so insane
In my domain
Clinch my fist tight
I'm not alright
You can shut us out
Shut your crooked mouth
You haven't worked it out
Take away all your doubt

We're unstoppable
Shatter what you know
Don't resist let go
Were unbreakable
Let it go!
Let it go!
Let it go!
We're unbreakable
Pressure
Life's weighing on me
Stuck inside my head
I'm dying to be free

Thrasher
I'm a terror in the street's
No one is safe
In the land of the free

Darkness
Please let go  of me
Toxicity
Now I'm the disease

Anger
Suffocating, can’t breathe
My paranoia
Can’t trust what I see

Don't worry about us
Just do you
Throw your hate
Cause that's what you do

We're unstoppable
Shatter what you know
Don't resist let go
We're unbreakable
Let it go!
Let it go!
Let it go!
We're unbreakable",rock,UnbreakableTruth to Power EP,-0.6,0.6,2020
418,Noah Dillon,"Oh a man is shot down
Struggling to breath
Oh a man is shot down from his willow tree
Oh a man is not what I thought it might mean
Oh a man sure ain't who I'm going to be

But how many times can I ask
If this is all that life has really planned
And how many times can a man be seen
Starring at the wall in front of him

But I know who I goddamn am
And it sure ain't a goddamn man

But I'm holding onto what I know
I said I'm holding, oh I'm holding and I won't let got
Cause I know
Woah I know
Yeah I know
Who I goddamn am
And it sure ain't, oh it sure ain't a goddamn man
But I can't stop my mind today
From running away from those old dark days
Where all I do is question and wonder why
Could this all be a goddamn lie?",rock,The Man Im Not,-0.7,0.3,2020
419,"Captain, We're Sinking","So place a crown of thorns around your horns
You listen through the cracks of these broken bedroom doors
Well I have no sympathy, I have no sympathy
I have no sympathy for you or the one you claim to love
The one you claim to love

So give me medication, ooh
To drown out all these fucked temptations
Give me medication, ooh
I'm not lying, I'm not fooling anyone
Give me medication, ooh
Well I love you so much that I shake
She says, ""If my life could be defined by all the damage I take, then...
Give me medication, ooh
...Reserve my seat in heaven and consider me a saint.""

You're something that I wanted and thought that I needed
But now you're just an inconvenience
You're something that I wanted and thought that I needed
But now you're just an inconvenience
It's in between the lines and the stories they tell
It's in the pain and the guilt I felt
It used to keep me up at night but lately I can't see the faces
And here comes a candle to light your bed
Here comes the voice in the back of your head
Saying, ""If an apple gets you kicked out of the garden
Do you want to know the trouble I'm in?""

Give me medication, ooh
We're the ones they're after, but we don't care, we don't care
Give me medication, ooh
We're the ones they're after, but we don't care, we don't care
Give me medication, ooh
We're the ones they're after, but we don't care, we don't care
Give me medication, ooh
We're the ones they're after",rock,You Have Flaws,-0.8,-0.4,2013
420,Smiley & The Underclass,"All I hear is left, right, left, right, left, right 

Are there any rebels out there? 
Are there any rebels out there? 
If you're out there let me hear ya say yeah 

Long time ago there were punks and rockers 
Skinheads out on the streets don't you know 
Fighting each other for a piece of the globe 
Now there's no future at all seems to show 
As we grow we can hear them shriek 
Lord have mercy on the brink 
Situation bad, Read it in the panic rags 

Are there any rebels out there? 
Are there any rebels out there? 
If you're out there let me hear ya say yeah, yeah
Again

Are there any rebels out there? 
Are there any rebels out there? 
Well you're out there let me hear ya say yeah, yeah
Left, right, left, right, left, right 
I'm so sick of left, right, left, right, left, right... 

Don't pay your mortgage, don't pay your tax 
Take your money out of their banks 
Know your neighbours, secret town halls 
People means us, politics means wars 
Real rebels grow food, don't eat that shit 
From a pale faced clown who wants to kill off the kids 
Mother natures dying while we're running this race 
Can we look our grandkids in the face? 

Are there any rebels out there? 
Said are there any rebels out there? 
If you're out there let me hear ya say yeah 

I said are there any rebels out there? 
Said are there any rebels out there? 
Well if you're out there let me hear ya say yeah

Said are there any rebels out there? 
Said are there any rebels out there? 
If you're out there let me hear ya say yeah

Are there any rebels out there? 
Are there any rebels out there? 
If you're out there let me hear ya say",rock,Rebels Out There,0.6,0.9,2019
421,Dillon M.,"I got no money to go to the zoo
The nearest pet store is far away too
I wanna look at animals for some time
But where can I go that costs less than a dime

The park has squirrels but they run away
They also had ducks but they left in May
Where on Earth could I possibly go
Wait hold on I know

The Supermarket Lobster Tank
That’s the place for me
The Supermarket Lobster Tank
An aquarium for free

I set up a chair in the seafood aisle
I’m gonna be here for a while
I got myself some popcorn and a can of drink
Life is too short to stop and think

What is this grown man doing there
Sitting in a floral lawn chair
Staring at the crustaceans for hours on end
Well let me tell you, my friend
The Supermarket Lobster Tank, that’s the place for me
The Supermarket Lobster Tank, an aquarium for free
The Supermarket Lobster Tank, it’s my favorite thing to do
The Supermarket Lobster Tank, it’s not like they’re gonna sue

Look at those lobsters, what are they thinking about?
Are they thinking about the meaning of life?
Hey, wise guy get me out! Oh

I wish I could, but I can’t
Sincerity is the eventual deception of all great men
Rembrandt

Security is coming to take me away
But I’ll be back next Saturday
Looking at lobsters is my favorite thing
At least it gave me this cool song to sing

Low-rent fun for the simple man
Claws tied up with rubber bands
People think they should be back in the sea
They’re not friends with me

The Supermarket Lobster Tank, that’s the place for me
The Supermarket Lobster Tank, an aquarium for free
The Supermarket Lobster Tank, yeah
The Supermarket Lobster Tank
Supermarket Lobster Tank",rock,Supermarket Lobster Tank,-0.7,-0.8,2018
422,King Crimson,"[Verse 1]
And when I have some words
This is the way I'll sing
Through a distortion box
To make them menacing, yeah

[Chorus]
Yes, I'm gonna have to write a chorus
I’m gonna need to have a chorus
And this would seem to be as good as any other place to sing it till I'm blue in the face

[Verse 2]
And for a second verse
Of terse economy
I'll brew another pot
Of ambiguity, yeah

[Chorus]
Then I'm gonna have to write a chorus
We're gonna need to have a chorus
And this would seem to be as good as any other place to sing it till I'm blue in the face
Yes, we're gonna need to have a chorus
I'm gonna have to write a chorus
And this would seem to be as good as any other place to sing it till I'm blue in the face
[Refrain]
Happy with what you have to be happy with
You have to be happy with what you have
To be happy with what you have
Happy with what you have to be happy with
You have to be happy with what you have
To be happy with what you have
You have to be happy with what you have to happy with

[Chorus]
Then I guess I'll repeat the chorus
We're gonna repeat the chorus
I guess I'll repeat the chorus
We're gonna repeat the chorus
Then I guess I'll repeat the chorus
We're gonna repeat the chorus
I guess I'll repeat the chorus
We're gonna repeat the chorus

[Refrain]
Happy with what you have to be happy with
You have to be happy with what you have
To be happy with what you have
Happy with what you have to be happy with
You have to be happy with what you have
To be happy with what you have
You have to be happy with what you have to happy with",rock,Happy with What You Have to Be Happy With,0.8,-0.2,2002
423,John Prine,"He stumbled through the alley with his long coat on
Nothing but a bottle in his hand
She sat in her apartment lonesome to the bone
Wondering what had happened to her man

Love, love, love, love
Nobody ever understands
All the things that go
Between a woman and a man

When they'd walk down the sidewalk the street would shine
With the kind of love no human heart can fake
And they vowed to stay together till the end of time
Like the couple that stands on top of the wedding cake

Love, love, love, love
Nobody ever understands
All the things that go
Between a woman and a man

If I should live to a ripe old age
The only lesson I may ever learn
Is to not stand so close to the flame of love
Unless you are willing to get burned
Love, love, love, love
Nobody ever understands
All the things that go
Between a woman and a man

All the things that go
Between a woman and a man",rock,Love Love Love,-0.7,-0.3,1986
424,Enjoy The View,"Don’t talk when nothing happens
A summer fling can’t break me down
You care about this guy, I see it in your eyes
A year has now passed by
With more to tell than ever before
It’s now or never
We have both made mistakes
But we said always and forever
You promised me that day
That we never would say never
Please take me back to that place
When we were so great
And you should know better than this
Just because you know how it feels
Continue your flirt, and I’ll take dear maria
Just because I know it bother you
A summer broke us up
Then you came back for more
You noticed I had changed
And I’ve let go of you
Together we were strong
Then you waited far too long
We have both made mistakes
But we said always and forever
You promised me that day
That we never would say never
Please take me back to that place
When we were so great
I can't let go of you
Why can't you let go of me? I can't let go fo you
Why can't you let go of me?
Its now or never
We have both made mistakes
But we said always and forever
You promised me that day
That we never would say never
Please take me back to that place
When we were so great",rock,We’re Not the Same,-0.7,-0.3,2010
425,Old 97's,"[Verse]
That was the best day of my life
I won't forget the time
We crashed the old folks' home
We were ballroom dancing

We ate some Jello, ate some Vicodin
And tap danced through the old folks
And they all thought
We were crazy

[Chorus]
Pour a drink for the old
Pour a drink for the young
Anyway you can think of to have fun
We'll get it done
Those were the days
Those were the days

[Verse]
That was by far the weirdest day
I won't forget the time
We tripped in Central Park
The trees were breathing
By the time the evening came down
We had not
So we floated off the grass
Into the galaxy

[Chorus]
Pour a drink for the moon
Pour a drink for the sun
Anyway you can think of to have fun
We'll get it done
Those were the days
Those were the days

[Solo]

[Bridge]
Where were you?
Where were you?
Where were you?

[Verse]
And on the last day of my life
I will remember you
Dancin' all the while
My heart still beating
And as I run through all these scenes
I will feel confident
Drawing my last breath
Regretting nothing

[Chorus]
Pour a drink for what's next
When the judgment has come
Anyway you can think of to have fun
We'll get it done
Those were the days
Those were the days
Those were the days
Those were the days

Those were the days",rock,Those Were the Days,0.7,-0.4,2017
426,The Roster,"Struggles to bite the bullet that he shot
Insecure lads with the skin tight tops
Gateway drugs, he’s hit the jackpot
He looks half conscious but never ever stops
He never stops, he never ever stops
Apologetic tones
Will never be wrong
They ask if I mind
Well Of course I don’t mind you ask all the time

Wait hang on
Have I just woken up at ten past two?

I’m in too deep it’s getting over me
The summer heat is making me obselete
Oh dear lord what have you had to drink
“What have you had to”
Broken glass and sun cream covered air
Ripped up shoes and lighters everywhere
Oh dear lord what have you had to drink
“What have you had to”
Struggles to bite the bullet that she shot
Insecure girls with the tight tube tops
She looks at them, takes a snapshot
She sends flirty signs and never ever stops
She never stops , she never ever stops
Wondering if it’ll last forever
It can’t be topped
They ask if I mind
Well of course I don’t mind you ask all the time

Wait hang on
Have I just woken up at ten past two?

I’m in too deep it’s getting over me
The summer heat is making me obselete
Oh dear lord what have you had to drink
“What have you had to”
Broken glass and sun cream covered air
Ripped up shoes and lighters everywhere
Oh dear lord what have you had to drink
“What have you had to”

(Solo)

Wait hang on
Have I just woken up at Ten past Two?
I’m in too deep it’s getting over me
The summer heat is making me obselete
Oh dear lord what have you had to drink
“What have you had to”
Broken glass and sun cream covered air
Ripped up shoes and lighters everywhere
Oh dear lord what have you had to drink
“What have you had to”",rock,Ten Past Two,-0.6,0.4,2019
427,The Who,"[Verse 1]
I read your letter and the things you say
You say power chords are all that we should play
Well this is what you are going to eat today, Virginia
Cause if power chords are what you say you need
Look inside your body, baby, you will see
That man in air and flying seed is in you
You got it in you
But if you depend on me to make you rock and roll
Well you better look out itch, because we are getting old
Look inside and check out your neglected soul, Virginia
Cause I can seem to dance out all alone on the scene
Or VIP and fight down at the music machine
But as for you, the place to look for rock and roll is in you

[Chorus]
You got it in you
You got it in you
You know you got it in you
It is in you
You got it in you
[Verse 2]
Your letter came and today is the eighth
This is the day that Moonie earned his wraith
And it makes me want to tell you stuff on letters
Dear Virginia
And if you really care then better stay awake
Take me out again, baby, and say that I am a fake
And you can then forsake the part of me that's in you
Oh, it is in you
Oh now, you got me in you
Ooh, yeah, it's all in you
Can you feel it in you?

[Chorus]
You got it in you
You have got it in your heart
You got it in you
I am just a tiny part of what is in you
Please remember, darling, sweet Virginia
That everything you need's already in you

[Verse 3]
Well I forgive completely all your lack of tact
My patience's holding out and it's a hard-earned fact
That I could easily buy your time
Dearest Virginia
But you will always give me just one more chance
You will hang around and ask me for a chance to dance
But I cannot make you jump, baby, if it is not in you
[Outro]
You have got it in you
You got it in your heart
You have got it in you
You know, I am just a tiny part of what is in you
Please remember darling, sweet Virginia
Everything you need's already in you
Oh yeah, you've got it in you
You got me in you
Hey, tich
Toe-rag
Mmm tossed
You got me in you
You got it in you
Oh, you know it is in you",rock,Its In You,0.6,-0.3,1997
428,Sosaveme,"Call all of your friends
And tell them why you'll amend
Did you find that you were running on a cold coal heart
Every rhythm that you keep finds its way off the beat
So carelessly you fall
So carelessly you try
To think of all the people you have loved within your life
But how can you love anyone else when you can't love yourself?
Oh but how can you love anyone else when you can't love yourself?

It's a lie to believe that we'd ever amount to anything
If we can't learn to just forgive ourselves
From the damage we've done to all that we say we love
If only grace could find its way into our wicked hands

I've been seasick cravin her hips
But that sweet honey comes with a kick
My dear brother blessed be your mother
She could have tore you apart
But you're a saint and I am grateful
It's a lie to believe that we'd ever amount to anything
If we can't learn to just forgive ourselves
From the damage we've done to all that we say we love
If only grace could find its way into our wicked hands

Don't give up, don't give up
Hope will take you home
Hope will take you

[3x]
Don't give up, don't give up
Hope will take you home
Hope will take you home",rock,Sender/Reciever,-0.7,0.3,2011
