,artist,lyrics,tag,title,x_coordinate,y_coordinate,year
810,Alan Jackson,"[Verse 1]
I come to the garden alone
While the dew is still on the roses
And the voice I hear, falling on my ear
The Son of God discloses
And He walks with me

[Chorus]
And He talks with me
And He tells me I am His own
And the joy we share as we tarry there
None other has ever known

[Verse 2]
I'd stay in the garden with Him
'Tho the night around me is falling
But He bids me go; through the voice of woe
His voice to me is calling

[Chorus]
And He talks with me
And He tells me I am His own
And the joy we share as we tarry there
None other has ever known
[Outro]
And the joy we share as we tarry there
None other has ever known",country,In The Garden,0.6,0.2,2006
811,Horseshoes & Hand Grenades,"[Verse 1]
The sun is slowly setting
On another Fall afternoon
Days are getting shorter now
Winter nights'll be here soon

[Verse 2]
Doesn't matter the season
It's cold dream
Without someone to hold you
When the trees go to sleep

[Chorus]
I guess I would never
Seek to rearrange
The pieces of stardust, the dirt
That's made you this way

[Verse 3]
Spanish moss goes dancing
Grabs the hand and northern pines
Swanee River sings so sweetly
The gruff Mississippi by her side
[Verse 4]
North Star caught you headed south
Better havе an alibi
Break that compass down in the distance
I'm always with you tonight

[Chorus]
I guеss I would never
Seek to rearrange
The pieces of stardust, the dirt
That's made you this way

[Verse 5]
Sun is slowly rising
On another all-night ride
Fragile body and spirit
Needs you here, right by my side

[Verse 6]
Doesn't matter the state I'm in
Baby, hold me in your mind
Dance swiftly, darling
Drive your broken car right into mine

[Chorus]
I guess I would never
Seek to rearrange
The pieces of stardust, the dirt
That's made you this way
[Outro]
The dirt and stardust, the dirt
That's made you this way",country,Stardust,0.6,-0.1,2020
812,Honeyhoney,"Show me the best that you got
And I'll show you one better
Show me a reddish rose
And I'll show you one redder
Tell me a dirty joke
And I'll laugh it off lightly
If I tell you a dirty joke
You might not like me

Everyone gets to make one big mistake
And if you're waiting on me
Well I guess you're gonna have to wait

Timing is everything
If you've got nothing but time
And a lie don't mean nothing
If nobody knows that you're lying

Everyone gets to make one big mistake
And if you're waiting on me
Well I guess you're gonna have to wait
'Cause I'm saving mine up
For a very, very special day
So I can mess it all up
In the most spectacular way
Everyone gets to make one big mistake
And if you're waiting on me
Well I guess you're gonna have to wait
'Cause I'm saving mine up
For a very, very special day
So I can mess it all up
In the most spectacular way

Everyone gets to make one big mistake
And if you're waiting on me
Well I guess you're gonna have to wait

Show me the best that you got
And I'll show you one better
Show me a reddish rose
And I'll show you one redder
Tell me a dirty joke
And I'll laugh it off lightly
If I tell you a dirty joke
You might not like me",country,Big Mistake,-0.3,0.7,2018
813,Jon Wolfe,"[Verse 1]
If it hits you like the heart of the matter
A little slap back on a sad song gettin' sadder
A little angel sitting in the shotgun seat
That feels like country music to me
If there's a rear view that's got you looking back
A little steel guitar bending in the cracks
A little hometown right where you're supposed to be
Yeah, that feels like country music to me

[Chorus]
If it's life and it's love and it's freedom
Where you been, who you are, and where you came from
Just a left hand out the window, floating in the breeze
That feels like country music to me

[Verse 2]
Hard work finally paying off
A couple cold, cold beers with suds up on the top
All my old friends, and my whole family tree
Feels like country music to me
[Chorus]
If it's life and it's love and it's freedom
Where you been, who you are, and where you came from
Just a left hand out the window, floating in the breeze
That feels like country music to me

[Interlude]
Alright, uh-huh

[Verse 3]
If it's that broken road that I've been walking on
Or the cold heard truth that I've known all along
One of those moments in time that brings you to your knees
That feels like country music to me

[Outro]
That's right
Just like
Country music
Country music
That feels like country music to me",country,Feels Like Country Music,0.6,-0.3,2019
814,"Bobby Bare, Jr.","You must be the imposter such an elegant imposter
You look so much like her but your words are in reverse

Was she running or did she crawl
Out from the house through burning walls
And if she feels anything but Numb
Please tell her were all waiting patiently back home",country,The Elegant Impostor,-0.6,-0.1,2014
815,Reba McEntire,"(Jack Conrad, Pamela Philips)

Just when I thought that it never could happen to me
He touched me
And feelings that never have stirred in me
Ever like this
Are in his kiss

Chorus:
Heart, where are you taking me
What will you make of me
Is this the real thing
And heart, could he be paradise
Cause in his eyes
Do I see love looking at me

Maybe I'm crazy
Believing it's different this time
But I'm ready to feel what I've dreamed about
Love that I've lived without finding
Is finding me
Heart, where are you taking me
What will you make of me
Is this the real thing
And heart, could he be paradise
Cause in his eyes
Do I see love looking at me
(His eyes i see)
Love looking at me
(In his eyes i see)
Love looking at me",country,Heart,0.4,0.8,1994
816,Blake Henderson,"[Verse 1]
Some days you feel like diamonds
Some days are grey
Some times the sun is shining
Some days are just one of those days
Baby don't you worry
Not about a single thing
We'll get through it
Together
You and me

[Chorus]
We got that lightning in our heart
Got that thunder in our chest
Leaving smoke rings in the dark
We'll be the flame that never ends
Never gonna go out
Never gonna slow down
When you got a love like ours
Gonna pour like rain
Gonna burn like fire
[Verse 2]
Baby I love to see you
When I open up that door
But when I'm waking up to leave you
My feet are dragging on that floor

[Chorus]
We got that lightning in our heart
Got that thunder in our chest
Leaving smoke rings in the dark
We'll be the flame that never ends
Never gonna go out
Never gonna slow down
When you got a love like ours
Gonna pour like rain
Gonna burn like fire
Gonna burn like fire
Gonna burn like fire

[Bridge]
Gonna pour, pour, pour
Gonna burn, burn, burn
Gonna pour, pour, pour
Then burn a little more

[Chorus]
We got that lightning in our heart
Got that thunder in our chest
Leaving smoke rings in the dark
We'll be the flame that never ends
Never gonna go out
Never gonna slow down
When you got a love like ours
Gonna pour like rain
Gonna burn like fire",country,Fire  Rain,0.3,0.6,2022
817,Birdtalker,"[Verse 1: Zack]
Poppin' on the scene, eyes are open
The baby's talking
Growing wild, but he has to find out
What makes a thing worth crawling towards
In the morning
Laughing, talking
Stacking rings on a wooden toy
But you'll have to find out
How to keep your heart awake
For when it gets dark along the trail

[Chorus: Zack]
Are we all just apes in a daydream
With a heart of a child
Hoping for better life
It could be
If I scream my joy like a sound
Will the echo lead me to a better way?

[Verse 2: Zack]
Little bit later, head still growing
Night is coming
Hey baby it might be too late to find out
That you need a headlight, don't you?
Dive inside and find your joy
It could be hiding underneath
But it may be the way to find out
Which way a heart is pointing
[Chorus: Zack]
Are we all just apes in a daydream
With a heart of a child
Hoping for better life
It could be
If I scream my joy like a sound
Will the echo lead me to a better way?

[Outro: Dani]
Where to now?
Are you lost, baby child?

Where to now?
Are you lost, baby child?

Where to now?
Are you lost, baby child?",country,Apes In A Daydream,-0.5,0.3,2021
818,Ezra Bell,"Andrew said that the rebel cause was dead
We all go drinking with a friend of ours instead
For he's a wallet full of deadly diabolical
Substitutes for solid gold
We each must try to swallow whole
A flavor you can savor and enjoy down to the last drop
Favor for the labors, employers, and the masked guards

Me and Andrew, we are outside of the mansion
We are digging, we are digging
We are digging, and we are dancing
Holy months here, bleeding hands
As we walk the weary hours going back where we began
Down to them tepid docks of crystal lands, the sea of Egypt sands
Where we lugged the broken mountain back and forth to feed the fan

[?] underneath it all
I would stand, stay a while
Everything, I will take it all, there you go, underneath it all

Well we cruised for the field
Good ol' Andrew had the wheel
Feeling out the vibe in the car
And I was gone in the back with a song, matter of fact
And that moon up in the sky, it was bizarre
We parked down at the pier, where he hands me the keys
He says he knows we all are stranded in this here land of the thieves
Where this dude gets stoned on abandoned beliefs
But if your heart is pure, then you will not feel a thing",country,Andrew,-0.3,0.6,2021
819,Hunter Hayes,"[Verse 1]
One way, two wheels
Black boots, high heels
Careful girl you’re dressed to kill

Sunset, halfway
Saddle up and ride away
I know how you make me feel

That rolling the dice, look in your eyes
Too hot to touch
The fire in the eyes fantasy nights
Never too much

[Chorus]
Young blood, my love
It’s more than enough to, fire me up
One rush, my clutch
And dangers got nothing on trouble like us
Young blood (young blood, young blood)
[Verse 2]
Ruthless, coolness
Silk black, smoothness
Little rebel rollin’ with me

Ridin’ on a thin line
Bettin’ on a good time
Little smoke and gasoline

[Bridge]
You're under the leather
We’re sweatin’ together
We are feeling the heat
Bonnie and Clyde, into the night
We never sleep
We never sleep

[Chorus]
Young blood, my love
It’s more than enough to fire me up
One rush, my clutch
Baby dangers got nothing on trouble like us
Young blooo-oood

[Verse 3]
Reckless with freedom
No rules, no reasons
Helping how I’m feeling, out of control
Yeea-e-aahh, Ohhh-hhhhhh
[Chorus]
Young blood, my love
It’s more than enough to, fire me up
One rush, my clutch
Ohhh dangers got nothing, on trouble like us

Young blood, my love
It’s more than enough to, fire me up
One rush, my clutch
Ohh dangers got nothing, on trouble like us
Young blooo-oood

[Outro]
Baby we’re just young blood
Oh young blood
Ohhhhh young blood",country,Young Blood,0.3,0.6,2016
820,9 to 5 Original Broadway Cast,"Violet!

(Violet)
Hey, would you look at me
It's hard to believe I'm a star after all of this time
Others may glow
From the stardust I throw
On their path never thinking I'd shine
Like some hollywood queen
I've arrived on the scene
A sensation
The toast of the town

(Boys)
Oh she's fabulous!

(Violet)
I'm wallowing in it
I love every minute
So up, I may never come down!
The most beautiful
Glamorous
Brilliant
And amorous
Female CEO in the world

(Boys)
The whole wide world, wow!

(Violet)
My ship finally came in
Ahoy!

(Boys)
And now it's smooth sailin'

(Violet)
I'm everyone's new pin-up girl
Respected and high class
I don't have to kiss ass
For the first time since I've been employed

It's my time to shine
And I'm feeling fine
This old gal's now
One of the boys!
(Boys)
Violet!
The most beautiful, glamorous
Brilliant and am'rous
Female CEO in the world!

(Violet)
It's landed in my lap
I don't have to take crap
For the first time
Since I was a girl

(Boys)
Violet's one of the boys! Huh!
Violet's...
(Violet)
One of the boys!
(Boys)
Violet's...
(Violet)
One of the boys!
(Boys)
Yeah she's one of the...
Wow, she's one of the...
Now she is one of the boys!
(Violet)
Oh, I'll razzle and dazzle
Wear you to a frazzle
Competing is my greatest joy!

(Boys)
Go Get 'em, girl!

(Violet)
I'll take this job and love it!
I'm a woman and proud of it
This old gal is one of the boys

(Boys)
Beautiful, glamorous, brilliant
And am'rous

(Violet)
This old gal is one of the boys!
(Boys)
She's one of the...
She's one of the...
Yeah she's one of the...
Violet's one of the boys!",country,One of the Boys,0.6,0.3,2009
821,Chris Young,"[Verse 1]
Small town, sundown
Words done got around
Somethin' goin' down around here
Left at the stop sign
Just past the county line
Bring it on, bring your own beer

[Verse 2]
Back in the backwoods
Got a couple real good
Jars of Mountain Dew
There's an old dirt road
Where the good times grow
And I don't know about you

[Chorus]
But it feels like one of them nights
It's finally Friday, gonna get right
Hay field lookin' like a runway
Blow them speakers on some country
Yeah, you know what I'm talkin' 'bout, y'all
No closin' time, don't need a last call
The man in the moon's gonna leave on the lights
Drop it into four-wheel, feels like one of them nights
[Verse 3]
Barbed wire, mud tire
Throw a pallet on the fire
We've been waitin' all week
Shoes on the floorboard
Creek bank, dance floor
Sounds like a party to me

[Chorus]
But, yeah, it feels like one of them nights
It's finally Friday, gonna get right
Hay field lookin' like a runway
Blow them speakers on some country
Yeah, you know what I'm talkin' 'bout, y'all
No closin' time, don't need a last call
The man in the moon's gonna leave on the lights
Drop it into four-wheel, feels like one of them nights
(Yeah, it feels like one of them nights)

[Bridge]
Ain't no guest list
Ain't gonna miss this
One we'll be talkin' about

[Chorus]
But it feels like one of them nights
It's finally Friday, gonna get right
Hay field lookin' like a runway
Blow them speakers on some country
Yeah, you know what I'm talking 'bout, y'all
No closin' time, don't need a last call
The man in the moon's gonna leave on the lights
Drop it into four-wheel, feels like one of them nights
[Post-Chorus]
Yeah, it feels like one of them nights
Yeah, it feels like one of them

[Outro]
Small town, sundown
Words done got around
Somethin' goin' down around here",country,One of Them Nights,0.5,0.8,2021
822,Chris Lane,"[Verse 1]
Howdy, miss
That old two-finger pour is lookin' thin
I'd love to fill it to the top again
And barstool get to know ya a little better
Don't mean to pry
But I overheard you say he said goodbye
And I thought that maybe I could be the guy
To clear that mind of yours
If you want, I reckon we can turn this

[Chorus]
""Howdy"" into ""How you doin'?""
Into ""How about me and you do-si-do around this
Room until we're spinnin' circles like a record?""
Two-steppin' our way right into somethin' better
How'd he ever let you go? How'd he ever walk away?
He must've gone and hopped on a crazy train
How'd he ever let himself let another old John Wayne
Come up and cowboy say
""Howdy""
Baby, howdy
Baby, howdy
[Verse 2]
Pardon me
Never even asked you your name
I guess I got carried away
In the way you're sittin' pretty, smilin' picture perfect
Like I ain't the only one that's wantin' to work this

[Chorus]
""Howdy"" into ""How you doin'?""
Into ""How about me and you do-si-do around this
Room until we're spinnin' circles like a record?""
Two-steppin' our way right into somethin' better
How'd he ever let you go? How'd he ever walk away?
He must've gone and hopped on a crazy train
How'd he ever let himself let another old John Wayne
Come up and cowboy say
""Howdy""
Baby, howdy
Baby, howdy

[Bridge]
I wanna turn a whiskey sip into a whiskey kiss
Turn my Chevrolet into what you're gettin' in
Ain't thought it out, no, I ain't made a plan
Just Johnnie walkin' over, girl, to see if I can turn
[Chorus]
""Howdy"" into ""How you doin'?""
Into ""How about me and you do-si-do around this
Room until we're spinnin' circles like a record?""
Two-steppin' our way right into somethin' better
How'd he ever let you go? How'd he ever walk away?
He must've gone and hopped on a crazy train
How'd he ever let himself let another old John Wayne
Come up and cowboy say
""Howdy""
Baby, howdy
Baby, howdy
Howdy
Baby, howdy
Baby, howdy

[Outro]
Howdy, miss
That old two-finger pour is lookin' thin",country,Howdy,0.3,0.6,2022
823,Sugarland,"[Verse 1]
Warm breeze blowing, long dirt road
First time that i saw him was such a long time ago
I was sixteen going on seventeen
Blue bonnet texas queen fell in love with a rodeo king
Down in sugarland
Drive in movies, hot summer night
First time that i kissed him made the world seem right
I was city bound couldn't wait to get outta this town
Suddenly everything just changed
Something told me i just might stay
Down in sugarland

[Chorus]
Down in sugarland doing the best we can
Holding hands staying up all night
Swinging stars from satelittes
Down in sugarland doing the best we can
Falling in love again down in sugarland

[Verse 2]
Corn fields swaying, clothes on the line
Tumbleweed is a turning like the hands of time
When i was sixteen going on seventeen
I didn't know much of anything
Living the american dream down in sugarland
And i see the small town smile in your eyes
Shining like a diamond in the sky
The sweet sky, under the sweet sky
[Chorus]
Sweet skies of sugarland doing the best we can
Holding hands staying up all night
Swinging stars from satelittes down in sugarland
Doing the best we can
Falling in love again down in sugarland

[Outro]
Whoa, whoa, whoa, sugarland
Sweet skies of sugarland, sugarland
(Sugarland) warm breeze blowing
Long dirt road
Sugarland",country,Sugarland,0.4,0.7,2006
824,Gaither Vocal Band,"Watch ye, therefore, you know not the day
When the Lord shall call your soul away
If you labor, strivin' for the right
You shall wear a robe and crown. (2x)

I shall wear a crown (2x)
When the trumpet sounds (2x)
I'm gonna wear a crown
I shall wear a crown
I shall wear a robe and crown

(I'm gonna wear a crown) I shall wear a crown (2x)
(When the trumpet sounds) When the trumpet sounds (2x)
I'm gonna wear a crown (I'm gonna wear a crown)
I shall wear a crown (Oh yeah)

Soon as my feet strike Zion
Lay down my heavy burden
Gonna put on my robe in glory
Shout and tell Him my story
Soon as I can see Jesus
Tell Him all about my trouble
Put on my robe in glory
Shout and tell Him my story
Soon as my feet strike Zion
Lay down my heavy burden
Put on my robe in glory
Shout and tell Him my story
Soon as I can see Jesus
Tell Him all about my trouble
Put on my robe in glory
Shout, shout, tell Him my story
I shall wear a robe and crown

(I'm gonna wear a crown) I shall wear a crown (2x)
(When the trumpet sounds) When the trumpets sounds (2x)
I'm gonna wear a crown (I'm gonna wear a crown)
I shall wear a crown (Just as)

Soon as my feet strike Zion
Lay down my heavy burden
Gonna put on my robe in glory
Shout and tell Him my story
Soon as I can see Jesus (*Begin to sing softer)
Tell Him all about my trouble
Put on my robe in glory (My robe in glory)
Shout and tell Him my story

Soon as my feet strike Zion
Lay down my heavy burden
Put on my robe in glory (Mmmm)
Shout and tell Him my story
Soon as I can see Jesus
Tell Him all about my trouble (Tell Him all about my trouble, trouble)
Put on my robe in glory
Shout and tell Him my story
I shall wear a robe and crown
(Oh, I'm gonna wear a crown) I shall wear a crown
(Gonna wear a crown) I shall wear a crown
(When the trumpet sounds) When the trumpet sounds (2x)
Oh I'm gonna wear a crown (Gonna wear a crown)
I shall wear a crown (Hey, hey, hey, hey, hey)
I shall wear a robe and crown (crown, ohhhhh)

Public Domain/ arr. ©1994 Gaither Music Company",country,I Shall Wear A Crown,0.6,-0.1,1995
825,Toad the Wet Sprocket,"She don´t dream ´bout diamonds
She don´t care about gold
All she wants is a share of the harvest
From her heart and soul

She´s a light in the darkness
She´s the rhyme of a poem
She´s the song that I can´t stop singing
When I´m on my way home

Choir:
Oh she says:
Baby, we got all that we need
Don´t you worry ´bout a thing
Make it through
I´m giving you
The best of me

She don´t talk when she listens
Then she says what she means
There is no cloud of contentions
She runs pure, she runs clеan
And she lives like shе preaches
She´s kind to the core
She remembers every word I say
But she don´t keep score

Oh she says:
Baby, we got all that we need
Don´t you worry ´bout a thing
Make it through
I´m giving you
The best of me

Oh she says:
Baby, we got all that we need
Don´t you worry ´bout a thing
Make it through
I´m giving you
The best of me

Oooooaaaah
Baby don´t worry",country,The Best of Me,0.6,-0.3,2021
