title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Monster,rap,D-Lo116,2021,30,{},"[Chorus]
Way before corona
We done had our mask on tryna win the war, yeah
We pocket da cash and we stain the Arizona
Sleepin’ on me imma put you in a coma
Mama told me finish and get out wit your diploma
Mama, had to keep a safe with the Llama
Fightin’ all these demons man this pushed me through the trauma
Drama, for commas, robbers
Trauma made me smarter, but turned me to a monster

[Verse]
Streets shit
Mama told me best stay out that street shit
Steppin’ out, Prada, new Balenciaga
Bust down Patek, downin’ like I’m Jonah
Dreamin’ of that day is what pushed me from this corner
Bitch you not a monster
You a Shrek, ogre
How shе say she love me but I don’t еven know her
Saw my nigga die, felt high, I was sober
R.I.P. my brothers and you know ain’t talkin’ Warner
Drowin’, pain in weed and vodka
Send my demons to your crib, they’ll come and haunt you
Rob you for your soul, Ali Baba
Rob you for your soul, kill your saga
Bitch I’m so damn vicious
Murk you if he snitches
VV ring is precious
Late Late, Knight no Bishop
Flip a brick, no Tetris
Go for neck, no necklace
Horseman, now he gon be headless
[Bridge]
Eyes left, right, he suspicious
Eat it up, taste like poax, mmm delicious
Eat it up, nutritious
I’m a monster and I’m ambitious
Bitch I’m so ambitious
Rob you and your children
Tryna fix my lyfestyle, back to the beginnin’
Juicy steady missin’
Jez steady missin’
S’why I’m in the stu, Murda Beatz I be killin’

[Chorus]
Way before corona
We done had our mask on tryna win the war, yeah
We pocket da cash and we stain the Arizona
Sleepin’ on me imma put you in a coma
Mama told me finish and get out wit your diploma
Mama, had to keep a safe with the Llama
Fightin’ all these demons man this pushed me through the trauma
Drama, for commas, robbers
Trauma made me smarter, but turned me to a monster

[Bridge]
Eyes left, right, he suspicious
Eat it up, taste like poax, mmm delicious
Eat it up, nutritious
I’m a monster and I’m ambitious
Bitch I’m so ambitious
Rob you and your children
Tryna fix my lyfestyle, back to the beginnin’
Juicy steady missin’
Jez steady missin’
S’why I’m in the stu, Murda Beatz I be killin’",7417601,en,en,en
Spacing,rap,Gidii,2019,10,{},"Hook;
It was never good enough
Baby can you take it off
I swear you gon take a loss
Hop in baby, giddy up
Girl I wonder why you hate me
All these months we just been spacing
I could get you on a daily
I just wonder why you hate me
Verse 1;
Don't you wanna stick with me
I could get you diamond rings
We could end up sipping lean
Say you want the simple things
I've been seeing stranger things
Got me drowning in the sea
I've been calling for a week
Why you treat me like a freak
I can't even get some sleep
Now my feelings start to leak
Water fall we in the creek
See you smiling in my dreams
What's inside the bag
Now you check the tag
Now we on the map
Ain't no strings attached
I got Rollie rings
Match with Gucci hat
Brand new phone who dis
Brand new girl who dat
Hook;
It was never good enough
Baby can you take it off
I swear you gon take a loss
Hop in baby, giddy up
Girl I wonder why you hate me
All these months we just been spacing
I could get you on a daily
I just wonder why you hate me
Verse 2;
Molly in my body, bullshit
I been moving silent, too slick
Girl you acting like you ruthless
I won't take the chances, bullshit
I'll come knocking at your door
I'll keep asking for your love
You'll be calling on the Lord
Even when I feel it more
You said that you got enough
Even though you had it rough
Baby this your favourite song
I'm just tryna give you love
Damn mama, said you want love, only true love
Damn mama, you gon get love,I'ma give you love
Rolling with the gang, it's a deadlock
Crazy like a man with them dreadlocks
Hook;
It was never good enough
Baby can you take it off
I swear you gon take a loss
Hop in baby, giddy up
Girl I wonder why you hate me
All these months we just been spacing
I could get you on a daily
I just wonder why you hate me",5187931,en,en,en
This Cant Be Happening Intro,rap,Us3rn4mee,2021,9,{},"[Verse]
This can't be happening to me right now
Everythings turned for the worst just now
My mind’s in a dark place, can't think right
I guess I should just let it go, right?
Why you all keep acting like I'm the bad guy
I ain’t do a thing to you
You got me going crazy
Thinkin I'm on the shrooms",7126923,en,en,en
Dolce  Gabbana,rap,PD,2021,28,"{""Note\\$""}","(Yea yea yea )

(Chorus)
2X
Dolce Gabbana
We getting dis gwala
Speed race in the charger
We the realest nobody harder

Big blunts when we spark up
Sharp shooter no archer
In ya mouth like a doctor
Writing scripts like a author

Pd verse

Get money fuck up a check
We don’t care we gon body you next
My shooters stay wid dem techs
Niggas know we up next
Counting hunnids on the jet
Scanner nigga we finesse
We don’t play when it comes to the set
Young niggas that come from the jecs
Got dem red beans aimed at ya neck
Thousand chains wid my Rollie on
Water whip wid the stove on
Hunnid large in my goyard
Got ya bitch taking her clothes off
She gave me head till I dozed off
Told dat bitch hit the road dawg
Infrared wid the scopes on
Bussin shots coast to coast dawg
I don’t play wid these bitches
I don’t fuck wid these niggas
Running up these digits
Counting up while I’m sippin
All my diamonds they dripping
All my pieces dey hittin
All my niggas dey wid it
All my bitches like bitches
My young bulls in da kitchen
Pateks on while dey whip it
(Yea Yea)

Money I get it ( Yea Yea Yea )
Count it up and I spend it
Blow that shit I don’t sweat it
Cop whips ion rent em
High fashion see the Lenin
Fuck no ain’t no limit
All we do is big business
Getting money is the mission
Swipe pieces till it’s finished

(Chorus)
2X
Dolce Gabbana
We getting dis gwala
Speed race in the charger
We the realest nobody harder

Big blunts when we spark up
Sharp shooter no archer
In ya mouth like a doctor
Writing scripts like a author

Note$ Verse
Beat da bond on my last trip
Choppa leave a nigga passed tense
The photo foreign and the fast shift
They see me splashing nigga pass drip
I got niggas tryna cash out
I got bitches brining cash in
Counting hunnids till the counter break
All dese 20s on me I can pay her rent
I might just fuck her and don’t see her again
I roll a blunt wid a 3
I gotta stay in the streets
Choppa hit him it’s gon put him to sleep
I got tools I could pull him a piece
( Yea ) We bouta have us an orgy
I’m bouta start da party
I go retarded
I might chop ya and pop in ya organs
I got top in the drop in the charger
I’m be icy I be rocking this fendi
2 different foreigners I might pop in ya city
I spent 30 on da watch wid da Bentley
I spent 20 on the plain talking bout the jane
Ooh a nigga gotta be trippin
Keep it on me a nigga gotta be trippin
Mac 9 a nigga change ya dimension
I just fucked her on a yacht she don’t want notes nigga sum gotta be fishy
I just put her on the spot I just want the top
Nigga went and got it extra messy
I just hit a nigga block he ain’t make the news fuck it then we gotta re hit it
I put 20s on the top of the ceiling
Got lil shawty giving top in the villa
(Chorus)
2X
Dolce Gabbana
We getting dis gwala
Speed race in the charger
We the realest nobody harder

Big blunts when we spark up
Sharp shooter no archer
In ya mouth like a doctor
Writing scripts like a author",6885030,en,en,en
The Cipher,rap,Lord Jamar,2006,578,"{""40 Bandits""}","[Verse 1: Lord Jamar]
You know I stay God Cypher Cypher Divine
I don't swine, I don't master Islam Now Divine
When a punk jumps up to get fucked up
I'm like a father giving tough love
Uh, bust slugs with the universal Zig Zag Zig Islam, I right the bomb
The God Cypher off, then I break north
I spice it up like Allah 1 steak sauce
Go forth Young Master Allah Now
Time for you to Rule Equality Power
And step to your Born I Zig Zag Zag
Stop acting like a big ass kid

[Verse 2: Jasik Allah]
Peace to the God, Jasik is Allah
Everything in tune like the Sun, Moon & Stars
Foundation strong, word is my bond
Life manifested, Arm Leg Leg Arm
Head and instead, leave the devil dead
Four shots, four bodies filled up with lead
Goons is in back of me, peep at the strategy
Get right, refine myself, like the Street Academy
Run through the hood, ain't nothing good
These little niggas shooting shit up like they would
Niggas try to do me in, buck me and shoot again
Roll with the God Lord Jamar, Brand Nubian
[Verse 3: Ralo]
Police is in the back of me
Black, Power, this is 40 B., check it
Kill a cop, blazing trees, stick to bake and flee
Right away, tell me have you Today's Degree
I'm wild and I'm wigged, for old, it's like a new religion
A new code, a revolt, I write it up in prison
Ralo, it's God Body with the long shotty
The armed robbery in the lobby in front of everybody
I'm wild and I'm wreckless, murder the homicide detective
Buried his body and I ain't even get arrested
Now police is knocking at my door
Looking for me, but I ain't here no more, check it
Your outlaw and money, that's what I come for
With Lord J, all day, layin' the law, but
Witnesses is try'nna say they saw
A crazy madman waving the four-four, check it
The fire with the God, I strike you with the iron rod
Police, they'd rather come with the riot squad
The science of teaching, the rebel, I'm the ghetto chief'ton
The seeds, do the knowledge when the God's speaking

[Verse 4: Nat Turner]
Scout body in the party, and we wreck it tonight
Say it's a matter, get shot or you hog it on sight
Now why I'm killing cops, why I kill the judge?
Why if they find crack in them pockets they show me love?
I spit the banger, the mathematical flamer-flamer
Switch up and hit the changer, then get it, this biz is dangerous
Free the Cipher, it's 40 gangs, and 40 B
Sophisticated, the higher science of burglary
You can't fuck with the power or the pride
I'm a jump up, and nigga, jack your crack
It's Nat Turner, muthafucka, beast of the belly, squeezin' Pirellis
And shoot you for tellin' me this manufactured fire is deadly
Allah moves steady, I got the seeds ready
Military so necessary, the Pele Pele
El Genereli, five star murder malachi
Dippin' narcotics in bolic, like the sun did the prophet
[Verse 5: Rated G]
The perfector, rep for fucking up your sector
Connect, the mic checker, ease up selector
Come again, bring it back, reload, rewind
I design like, Universal Sham God, I am God
A vanguard, you've been eating ham dog
Damn, dog, thought you was wise, now ya ass'll get slam hard
What's this, knew I couldn't trust this, yo fuck this
Bust this, try to pretend to serving from justice
Must this go down, yo, God, can we discuss this?
Emphatically no, Now Cypher, I'm bout to snuff this
Black snake, fraudelent fake, see through shell
We ain't real, you faking than a eight dollar bill
You can run and hide, but you still can't avoid it
Strip 'em of his lessons, flush some more down the toilet
Cuz you walk like an 85, talk like an 85
On the down low, be eating pork like an 85
Yeah, right, back the fuck up, you ain't my A-Alike
Spare ya life, you be lucky, you get a fair fight
Knowledge the God, when Allah manifests, and study ya lessons
To keep 'em from guessing, here's a question",29458,en,en,en
Windmill Cancer Survivor,rap,Beans,2019,10,{},"Stereo, stereo, stereo
[?]
Stereo, stereo, stereo
[?]

Bird carcasses with stomachs full of plastic
[?]

Whose features [?]

A scale difficult to guage [?]

[Chorus]
I'm a windmill
Cancer survivor
I'm a windmill
Cancer survivor
I'm a windmill
Cancer survivor
I'm a windmill
Cancer survivor
[Verse 2]
[?]
Properties [?]

Allow me to elaborate with eloquence
[?]
You are listening to an art form, don't need a keen eye for details to spot the flaws
[?]

[Chorus]

[Outro]
[?] United States is now the number 1 producer of natural gas and oil all over the world [?]",5026910,en,en,en
Monkey Ish,rap,Stalley,2014,126,{},"[Hook: Pimp C]
Take that monkey ish off, you embarrassing us x 7

[Verse 1: Stalley]

A lot of tap dancing going on, industry buffoons
They told me not to bring out the skeletons in these rooms
But these children are doomed with these fake ass rappers lying about what they do
And these record execs overlook the rhyme, to put you in chains and give you a little shine, lock up your mind
Slave master mentality, on every nigga that's signed, so I decline with a freedom mind
Whipping' my balls at your racist comments
Right fist up all honest and I'mma do it like I promised with my soul polished not a flaw scratch on me
Liberated so I pass money
And all that monkey ish keep from round me
This is war, y'all looking like Robert Downey embarrassing a culture and I'm feeling like a revolutionary poster hanging over Capital Hill with two pistols in a holster
Power

[Hook]

[Verse 2: Stalley]
One stone after another until I bring down the devils house
Screaming outside the prison house until I free every rebel out
This the voice that won’t settle down, never forget about [?] and every black leader that ever follow what they believe in
And in my dreams I be seeing their visions so clear so when my lyrics hit the air
I just hope the world hears how these fake niggas get scared to speak up
I’m pulling all mask off unveiling under the surface and those with voices are worthless
Rapping about clown ish and I’mma be the one to lift the ground up so you really see what’s going on around us
There’s no leaders in the game, just a bunch of monkey’s tryna hang in packs and do the same thing
But your followers lost in clouds of smoke, and you wonder why the white folks call us joke and never take us serious
[Hook]

[Outro: Pimp C]

You know, and I just wanted to give people that
I wanted people to know that I'm like a everyday dude just like you are, you know
And I've went through the ups and downs same as you
Like, um you know my friend he always picks at me and he calls me like the Bruce Springsteen of Hip-Hop
You know what I'm saying cos he say I write for the blue collar workers and like, you know like the everyday working class man
But that’s what it is, that’s where I come from
You know what I mean
I come from a blue collar city
Everyday working class people working steeling factories and steel mills and the railroads and you know so, that’s life for me",570655,en,en,en
Fight Or Win Single,rap,Kimo's,2020,33,"{""Kimo\\'s""}","Intro
Yo You dont following Me That Good That Really Good Man
You dont following Me Because Your bitch Yes you Are Fight Or Win Kimos Hey i am not The New Eminem Shit Like
(Verse 1) Kimos
Why Are you Pretending Be That Hard That Weed Tard That Weed Smart To Get That be Fucking Tard im Smoking weed On The  Video i dont understad what im doing Just doing the middle finger and shit
I dont give fuck about if i jeck off if i filp out when you jerk off in shit
I dont give fuck about it your using the 666fucking them the cops
Your insulting the cops your just like the next Tyler the creator shit  your trying to fight like bitch you pretending to isulting  to jesus  like zesus besus  i dont care about the devil me and him are the greatess over here eminem & Hopsin are the still greatess  too i dont give fuck it son when i dont give fuck about you are you bro i dont give fuck about it and i understad about it im not hopsin bro You still suck rope you got ain't throat you stuck up throat  you dont give fuck about it all that dogs  you shit show on instgram
You damn asshole over here i smoke a castle ho with bastle  i dont give a fuck about it tobocco you only  smoke weed  i fuck you up over here its fuck it but thanks i like your making fun of people shit i dont give a fuck about you rip off the simpson what the  fuck its that video corny as fuck i prefer dont watch and shit im watch that bitch over its you pretending to be soujla boy tyler the creator its Brothers
And stuff just be that shit im dont smoke that weed hard im next everlast im 666fuckthecops im insuling the cops yeash your insuling the cops then you can suck my dick on socks i dont give shit about it
That Robson Dax it better then you dude i dont give a shit  its you
Over its i dont give a fuck about your insuing the devil shit i dont give fuck it your world its freddy kruger the shit it the system are you still mad man its good if you are mad either way you suck still get the fuck out here trap beats you should suck a dick and you should suck everlast his dick you should suck my too bro with a roke",6057551,en,en,en
Double Up,rap,Sylence 100,2020,18,{},"[Intro]
Double Up
Double Up (100)
Double Up
Yea (Uhhh)

[Chorus]
Let me think on it
Gotta handle my business, I’m too legit
So illegal or legal, I make it flip (Flip)
Got a freak on my lap and she twerkin' it
Baby flicking her tongue while she working it (Working It)
Keep stacking and spending, Recycle it
It’s a unit of Gs that i’m mackin’ with
Word describing my style is immaculate (Yea, yea)

[Verse]
Double up, Cause i’m pulling up
And i’m looking to score, No matter who blocking
Any trouble then my niggas is flocking
Shots ringing - Bullets ain’t stopping
Fuck around - Hustle, Can’t knock it (Damn)
I don’t know, I ain’t got all the answers
I ain’t perfect, So I fuck with gangstas
I don’t judge, Side bitch is a dancer
I ain’t ugly, But I know how to scrap (Scrap)
I ain’t fakе, But I know how to rap (Rap)
Know they hating, So I keep me a strap (Strap)
Anti-social, I ain’t giving you dap
Holla holla, If it’s ‘bout a dollar
Like to takе the lead, I don’t like to follow
I be skeptical, Schedule, be hella full, (Hella, hella)
Things I gotta do
Pretty women that be texting me
All the nasty things that they wanna do (Nasty)
And i’m with it, With it, Not emotional
And i’m liquored up, Pockets full
Looking like a baby, No blank blank
Before you do, Think ‘Shark Tank’
Invest in bullets with big bite
With infrared, I don’t need light
Need breathing space
Before i’m out here with the demon face
I really better chill, I don’t need a case
Already born black, It’s a harder race (Uhhh)
[Chorus]
Let me think on it
Gotta handle my business, I’m too legit
So illegal or legal, I make it flip (Flip)
Got a freak on my lap and she twerkin' it
Baby flicking her tongue while she working it (Working It)
Keep stacking and spending, Recycle it
It’s a unit of Gs that i’m mackin’ with
Word describing my style is immaculate (Yea, yea)
(Uhhh)

Let me think on it
Gotta handle my business, I’m too legit
So illegal or legal, I make it flip (Flip)
Got a freak on my lap and she twerkin' it
Baby flicking her tongue while she working it (Working It)
Keep stacking and spending, Recycle it
It’s a unit of Gs that i’m mackin’ with
Word describing my style is immaculate (Yea, yea)",6004873,en,en,en
Up,rap,Yung Mavu,2020,1196,{},"[Chorus]
I come smoother than a tesla ride the beat just like a bus
Swear they ain’t ready for me I swear they ain’t ready for us
Who you trust, the same niggas I done walked with through the dust
Show em love and if you ain’t gang then we don’t give a fuck
I pull up imma sip a cup then I fuck it up
Get me high imma call the plug he gon pass the dutch
Swear to god I ain’t going down only was is up
Swear to god i ain’t going down only way is up

[Verse]
I’m on my goofy shit when I fight through the night just like the joker
Imma call her up she bust it down and bend it over
I swear they chose us we ain’t losing focus
We already knew but it’s for y’all niggas to notice
I’m gon treat her nice I’ll fuck up her life
Make her come alive make her think that one day she gon be my wife
But no imma cut her off she don’t get no love
Not from me not from family none of the above

All she want is drugs she wanna get up
I can help her
She wanna fuck yea she wanna suck
I can help her
Hiding from yo man pull up with ya friends
I got shelter
I gave her drank now she wanna dance
I can help her
Yeaaahh
I can help her
Now she wanna dance and I can help her
(Yah)
You know yea you know yea you know yea you know

[Chorus]
I come smoother than a tesla ride the beat just like a bus
Swear they ain’t ready for me I swear they ain’t ready for us
Who you trust, the same niggas I done walked with through the dust
Show em love and if you ain’t gang then we don’t give a fuck
I pull up imma sip a cup then I fuck it up
Get me high imma call the plug he gon pass the dutch
Swear to god I ain’t going down only was is up
Swear to god i ain’t going down only way is up",5494367,en,en,en
VVS Remix,rap,Lil Skittles,2019,72,{},"[Intro]
Hey baby, yea
Yea aight
Yuh

[Chorus: Lil Skittles]
Im dripping with my sauce
Got VV'S at the mall
All I wanna do is ball
All I Wanna do is ball
All I wanna do is ball

[Verse 1: Lil Skittles]
How the fuck am I supposed to ball if they tryna stop me
Tryna get on XXL from balling
But im on Amino and IG, follow me, be4 I call you my G
Your such a fuckin hater, shut the fuck up, bald ass skater
Your a fuckin 22, im 23 so im balling like Michael

[Chorus: Lil Skittles]
Im dripping with my sauce
Got VV'S at the mall
All I wanna do is ball
All I Wanna do is ball
All I wanna do is ball
[Verse 2: Juice WRLD]
I'm a rich nigga, these niggas are bitch niggas
You a fuck nigga, you a dumb nigga, fuck out of it
Juice WRLD, Juice Box, lil nigga you dumb
I'm a fucking baller
Your 22, I'm 23 so I'm balling like Michael

[Chorus: Lil Skittles]
Im dripping with my sauce
Got VV'S at the mall
All I wanna do is ball
All I Wanna do is ball
All I wanna do is ball",4808491,en,en,en
Intro Skit,rap,Lil Oli,2021,20,{},"[Violin Instrumental]

[Spoken Words: Lil Oli]
I don't care if -
Whatever you are
But, you know
If you religious, you know, pray, you know (you know)
God got you (uhh)
If you not *laugh*
You know positive energy, jus-just stay positive
Look at the bright side of things, look at how you can grow instead of how much you fallen (you know what I mean, you know what I'm sayin')

Yeah *laugh*

The lyrics bro, the lyrics, the lyrics hit home, so hard (uh)
He was talking about my demons broke out of the cage
I'm not- I can't even die because I-I don't feel alive(uh-uh)
The thing with the (um)
He had drugs in his hand, and like he kinda killed himself
With the drugs
Which is kind of what happened (um)
I'm sorry guys, I usually- I'm usually better than this

[Violin Instrumental Fades Away]",6470105,en,en,en
NINA SIMONE,rap,BabyDaiz,2021,48,"{Blxckie,K.Keed}","[Chorus: BabyDaiz]
Cuban around my neck but I ain't tryna link
Bitch I be so fly, why do I got feet?
Bitch i got that drive just like Dominic eh
Walk out the club, she gon' follow me

[Verse 1: Blxckie]
Aye aye like I'm tryna build a crib, I got like 30 bricks ye
I was in street I hit like 30 licks
Aye pass that Jäger, pass that Henny, fuck that dirty shit
Ask her what's her name and what's Her number on my flirty shit
Going to the mall, I  put on drip for no reason ye
And my swag is cold, in the summer I'm switchin' the season ye
This bad bitch and that bad bitch, man, fuck it I might merge them ye
And I'm in the kitchen, got  fiya I'ma serve it ye

[Verse 2: BabyDaiz]
Fuckin up the game 'cause I heard it was a virgin eh
If you ain't talking money or Madiba, it ain't urgent
She see baby then she opens like a curtain
I got lotta hoes can't brush 'em, it's a burden
[Chorus: BabyDaiz]
Cuban around my neck but I ain't tryna link
Bitch I be so fly, why do I got feet?
Bitch i got that drive just like Dominic eh
Walk out the club, she gon' follow me

[Verse 3: K.Keed]
Got a lil bad thing, she my sneaky link
I am on Tv now bitch, is you proud of me?
She call me boo now, no scary shit no Halloween
I'm in the club seeing numbers, nigga, count on me
What he say? Lil nigga he ain't better then me
Why that lil boy cappin'? I get better ass cheeks
With my dawgs sifuna imali sifuna change, cashier
I blow portions lil boy, why you tryna gas me?
I'm in the hood and I am boolin', nigga, I'm in a taxi
Fuck a gold medal nigga
Run my money up, athlete
Aye lil Kid, how you wavy with no durag baby?
Came here with the sauce, you know the drip on crazy
Fuck with me you might just  catch a bonus
And I put a hole in a nigga like a donut, baby

[Chorus: BabyDaiz]
Cuban around my neck but I ain't tryna link
Bitch I be so fly, why do I got feet?
Bitch i got that drive just like Dominic eh
Walk out the club, she gon' follow me
[Outro: Nina Simone]
You know I can't stand it
You're runnin' around
You know better, daddy
I can't stand it 'cause you put me down
Yeah, yeah",7671312,en,en,en
Too Much,rap,Barry Allen,2016,451,{Khontkar},"​[Verse 1: Khontkar]
Same shit everyday
Same shit everywhere
I don't know why you stay
I don't know why you care girl
I'm addicted all these meds though
I want more I want more ah
I can't take my hands off
I don't know why care so

[Hook: Khontkar]
Smokin too much poppin too much
I'm rollin on rollin on rolllin
I'm high hanging with sun
This shit burning my skin
Burning my brain
I want it more more more than everything
(More than everything) 3x
More than everything
(More than everything) 3x
More than everything
(More than everything) 3x
More than everything
(More than everything) 3x
More than everything
[Outro: Khontkar]
Smokin too much poppin too much 3x",2465050,en,en,en
Paid the Fine,rap,"Young Stoner Life, Young Thug & Gunna",2021,70121,"{""Lil Baby"",""Young Stoner Life / Young Thug & Gunna"",""YTB Trench""}","[Intro: Future]
(Wheezy outta here)

[Verse 1: Lil Baby]
I used to couldn't see this far
Damn, look how them tables turned
Think I walk on water, but I never let no bridges burn
It's different when it's given to you
All the money, I really earned it
And ain't no one's business, why the fuck am I still they concern?
Ain't the one for trippin', I keep pushin', I'm like lesson learned
I ain't missin' my shot in this shit, everyone don't get a turn
I was thinkin' street, I wanted everyone in verts and Rovers
Now I really see and I got everyone convertin' over
Studio, I'm stayin' at the microphone 'til the session over
Niggas know we came with a lot of strong, took our section over
(Took our section over)

[Chorus: YTB Trench]
I know it hurt, but you still told me that you lied
We made it work, but you still found the ways around it
Extended verse, somehow, we still ain't see the high
I paid the fine, and pay that iron between that line, I smoke that fire
I know it hurt, but you still told me that you lied
We made it work, but you still found the ways around it
Extended verse, somehow, we still ain't see the high
I paid the fine, and I'd do it again
[Verse 2: Young Thug & Gunna]
Half a million dollars on me, I feel it in my chromosomes
I don't talk to that bitch, when we meet up, she know I'm only bone
Lifetime, send it, I made millions without a mobile phone
Two hundred thousand stacked up I could bought myself, you need a drone
Tryna put my people on, put my heart in every song
Thugger told me, ""That bitch heart ain't right, you need to leave her 'lone""
She a dime, but she ain't got a diamond, that don't make no sense
I don't care, don't waste no time, my next one gon' be heaven-sent
Ran me up some mils, now I'm not comin' off the bench
I been patiently waitin' on my turn, just tell me when is it?
I can spin 'em like Big Worm or Vick, I feed 'em to the pits
Yeah, my whole life has turned, I think I'm gettin' followed by a journalist
I think my life done finally shifted, we on a yacht, look like a ship
I prayed to God to get you hips, and then I got your titties lifted
Never like to fuss and fight, but you throw fists in like they trip
And then seduce me with your lips and I enjoy it

[Chorus: YTB Trench]
I know it hurt, but you still told me that you lied
We made it work, but you still found the ways around it
Extended verse, somehow, we still ain't see the high
I paid the fine, and pay that iron between that line, I smoke that fire
I know it hurt, but you still told me that you lied
We made it work, but you still found the ways around it
Extended verse, somehow, we still ain't see the high
I paid the fine, and I'd do it again
[Verse 3: YTB Trench]
You say that you need a friend
Hold up, lil' bitch, come again
Know you may not know my name
But my net worth a fuckin' M
And that's just what the people know
We move like a pick and roll
Six shots behind screen, wait 'til that three, they comin' at your soul
That lil' bitch a freak (Yeah)
She gon' eat with my Pateky on
I came from the streets, she know I'm G
What she wan' sex me for
Iced out all my P's, down to my C's
Put all my brothers on
I took out my piece, that bitch a freak
She say she love it on
I know she just wanna fuck 'cause I'm rich now
I ran to the top, ain't stunt on shit
Ain't make no pitstops
I ran up the mon' and make it flip
Somethin' like TikTok
Thuggin' in a brick house
Pookie servin' Chris Rock

[Outro: YTB Trench]
If I knew how to spin a bend
Then I'd spin again
We hit a slide every time (Slide out)
And slide out",6710989,en,en,en
The Brink,rap,Nate Nics,2021,19,{},"[Protest Chants]
Say her name!
Breonna Taylor!
Say her name!
Breonna Taylor
Say her name!
Breonna Taylor!
Say her name!
Breonna Taylor!
Say her name!
Breonna Taylor!
Say her name!
Breonna Taylor
Say her name!
Breonna Taylor!

[Intro]
Yeah!
This right here’s for all my niggas!
This right here’s for---
Yeah
[Verse 1]
I get closer everyday to the brink
My soul ain't sitting right, my heart ain't beating well or in sync
I get lost inside my thoughts when I think, all my wisdom extinct
Just an artist when I'm rapping, when if we link
A nigga boy to this systеm that wants me dead or gone missing
And got mе fed up existing. I'll throw my life in the ring
Just to feel something. Anything to feel something
Now even stating what I like brings me anger, fear, and spite
I ain't lost, just a soldier with his helmet and his knife
Lost the rifle and his sight, I ain't pressed, just ight
At my best when I'm mourning or I'm stressing through the night
Haven't known happiness since I was pushed forced to see the light
I know I'm passionate but that won't be enough to prove I'm right
Am I wrong if I'm questioning the methods of our fight
How much is my freedom worth if freedom's free for whites
The men I thought were leaders showed their colors blue and pink
Corrupted by the substance, capitol their ghoulish kink
Tossed the goal aside and tore us down for Cuban links
'Cause niggas gon be broke until the systems' broken
They showed me why I stand with women when it's fists we're holding
Ain't satisfied till it's survivors that we give devotion
I hope you notice I've been focused on my actions mostly
And stepping back, lending space for those not in this for the boasting
I hear stomping in the street, will I rise or ride the beat
If my eyes are watching God I'd find some solace on my feet
No more silence not from me, I let my conscience loose to speak
All these actions and words as intentional as can be
[Verse 2]
Yo
We want revision, some niggas don't see the vision
Not begging for you to listen but hold up, shift your pistons
They're gearing up for a war and we're peering off to the distance
Fighting for revolution, you marching for recognition!
What is it, that you wanted? Decisions, fall upon us
To make, so we can break and be victims like how they want us
Predictable as a sonnet, you'd kill us for half their privilege
Dawg, black men we living so disingenuous
Pillaging our own villages for everything that's provided
By all our family united until we're entering
And say all black lives matter until it's Megan
And Courtney, Brayla, or Kayla we aiming our hatred aimless
I hate it! Tell me why we can't just say her name
Nigga

[Verse 3]
I hear them in the crowd, shouting out ""let them speak""
Before the bullets fly, I'm arriving at my peace
And it's there for a second. Gone in a blink
So I don't need a ride I'll drive myself to the brink
Dearly departed. Dearly departed
I hope you're happy now
Look what you started
[Refrain]
I don't know what's out there
But it's slow for down here
Won't need a ride where I'm going
I'll drive myself there
I don't know what's out there
But it's slow for down here
Won't need a ride where I'm going
I'll drive myself there, self there

[Outro]
Yeah
This right here’s for all my niggas!
Hahaha!",6686081,en,en,en
Uptown Interlude,rap,Lord Stunnah,2018,21,{},"Remember when I told you I’ll buy you a crib in Miami
(For real)
Girl I wasn’t playin, u wanted a house in the suburbs, u wanna raise a family
(Shit)
But I wasn't with it, I know i ain't there yet but only lord knows where I can be
(Lord knows)
Man I Dropped outta school, said I know What I’ll do, cus I don't need no one or no plan B
(I dont need noone or no plan B)

I just gotta be Patient
But Be real with a nigga
Already know you so well
Girl I know so you well, I wanna know how you feel bout a nigga
You try to discredit me, keep that same energy couldn’t keep it real with a nigga
Just know that if they was you, they wouldn’t trip Theyd be Splitting that deal with a nigga, (ha!)

Cause I know these hoes like the back of my hand
I need to know where you are
Go book ya flight, hit me right when you land
I’m tryna catch up with you, u busy tryna Catch a Tan, i don't understand
That view’s amazing, Once you get up your ass covered in sand, shit I had a plan
But you only see error in my futureeee  .. as If I ain’t that man
Uh Yea
You Never believed when I needed it
(Na)
How you expect me, put my Seed in it
Couldn’t see the picture with Me in it
Ain’t it ironic How u wanna be in it
Ya’ll Done giving feedback? cause I’m done Receiving it
Enough with this Secret shit

You Say your piece, then I’m piecing it

Tired of us Barely speaking shit

No this not a hobby, and this ain’t a weekend shift
Yeah
I know it ain’t love for a nigga, when you ain’t Supporting a nigga, Without him repeating it
Can’t take back what you said no deleting it
Don’t regret shit just pray you at peace with it
Can’t bring people to sessions, if I gotta question those people, would they end up leaking it

I know what you about, (yeah okay)
I know what you about
You gonna fuck me till I run out of clout
Trust me I tell u know what u about, okay okay
Why don’t u Do for me like u do for Insta, Okay Okay
On the real u make a nigga feel a Typa way
Still running thru my mind all day, okay okay

{hook}
Where u at, u ain’t hold me down, okay okay
Nowadays you don’t Come around, okay okay
Ima do it big uptown, okay, okay
Ima do it big uptown, okay, okay
“Maybe this will Be our year, Maybe will could be our year”
X4",3849474,en,en,en
