,artist,lyrics,tag,title,x_coordinate,y_coordinate,year
210,Gavin Whyte,"Aye say baby what’s up?
Baby what’s up?
Where you at? Where you at?
Where you been ?
Where you at? Where you at?
Where you been?
That’s all she knows
The club she goes
She get lit she get drunk
She get lit she get drunk
She just tryna have a goodnight
She just tryna have a good time

You know You got that codeine bumping
You know I like my speakers thumping
She wanna slow it down (slow it down)
Speed it up (speed it up)
You know I got that codeine bumping
You know I like my speakers thumping
She gonе slow it down (speed it up)
Slow it down, slow it down
Codeine love, you got that codеine love
Shawty tell me what it is
Tell me what it ain’t
Candy paint
Faded I could faint
Can you? Or can you not?
Twisted like plot
Pray to god, he got my back
Don’t kick me when Im down
But lift when I’m up
My tank on E
I gotta make it to the gas station
Grab some woods and a water
Shawty a beast all the things I done taught her
Now she lit and we be tweaking together
Let’s go back to back
I say, 1,2,3,4,5,6,7
Girl that’s just how it is
You get what you give
With that codeine love
She just tryna have a goodnight
She just tryna have a good time

You know You got that codeine bumping
You know I like my speakers thumping
She wanna slow it down (slow it down)
Speed it up (speed it up)
You know I got that codeine bumping
You know I like my speakers thumping
She gone slow it down (speed it up)
Slow it down, slow it down
Codeine love",rb,Codeine love,-0.7,0.3,2021
211,Nylo,"[Verse 1]
I used my love to fear you
I used my fear to hate
And when I could have held you
I used my pride to stay away
I used to use affection as if its currency
Now when I'm touching your skin
You can’t help it, that's how it feels

[Chorus]
And all this time
I was trying to love you, to love you right
And all this time
I was trying to love you, to love you right
I used my love

[Verse 2]
Wish I could blame my father
Wish I could blame you
But sadly I know better
It’s too late, there's nothing I can do
[Chorus]
And all this time
I was trying to love you, to love you right
And all this time
I was trying to love you, to love you right
I used my love
I used my love
I used my love",rb,I Use,-0.8,-0.3,2015
212,Judgement Of Yesterday,"Vers:

I know you
I see you
I feel you
Can you take me further, further
So much nostalgia
Yeah I know this place maybe
Whats going on, can you tell me?
I remembered our crib here
Where we fucking and we`re fucking
Please tell me that we`re wrong
Please tell me that I am wrong

She said...
Wake up, wake up, wake up your mind
I don`t belong here, I know we`re fine
I know that we should take this, I know that we can break this
I know that we can answer the songs that are mysterious (oh no, no, no)

I am sorry I can`t do this
My answers aren`t obvious
The songs are not about you
But help me to record this, help me to record this
(my voice)
I don`t remember her anymore, but I know her
She is, she is there
It`s like the world spinning around but I am not
I am just.. standing here
And I am dreaming again, and I am dreaming again in a dream
I am falling deeper
Its like a mist around me..",rb,BLVCK VINYL,-0.8,-0.3,2014
213,Savage Rapscallion,"So dont go out that door baby
You are my darling girl
Things they changing
All around me
But you girl were not one

My secrets you kept um
Never broke my heart
Like the rest of um
I swear to god
I miss you
Were perfect no issues
No issues
I said dat
I love you
I meant it
But did you

I got home this Tuesday
You told me you made a
Mistake
So welp here we go
Another bitch
That was a hoe
They want you to change
But they dont
You lose my trust
I lost my soul
Sold my soul
To a hoe
Still the same
I dont know
Momma taught me
To not hit women
But always slap a hoe
So just walk out that door baby
I dont care where you go
You said it was nothing
Didn't mean shit
Then why is he still on your phone

So welp here we go
You said we'd be together
Till death
So heres a bottle of pills for us both
Oh the answers no
Then get your shit
And our memories
I dont wanna see you any more",rb,I love hating you,-0.6,0.6,2021
214,Svn. The. Singer.,"Part I

[Verse 1:]
I might just say too much
Don't know what's in my cup
My shift ended at 9, girl, now I can pick you up, baby
Don't care what time it is, I'm on my way right now
Come 'round, you know me, girl

[Chorus:]
But, I know you love your man
But, girl, I want you on my wave
I wanna love you down in every type of way
Best believe it girl, I tell you, I'm on my way
Baby girl, I just want you on my wave

[Verse 2:]
Believe me, girl, I won't go astray
I've been watching you since we met that day
Let me love you down, girl, I know the way
Let me lay you down, girl, then we can play
Yeah, you know I come to your crib like ""woo""
Might wine and dine, you looking mighty fine, girl, you do
Then skip the meal, get to dessert, and that's you
Then go silent
[Chorus:]
But, I know you love your man
But, girl, I want you on my wave
I wanna love you down in every type of way
Best believe it, girl, I tell you, I'm on my way
Baby girl, I just want you on my wave
I want you on my wave
I want you on my wave
Best believe it, girl, I tell you, I'm on my way
Baby girl, I just want you on my wave

Part II

[Spoken Intro:]
I mean, like
I don't know how many times, I can't
Go over the same thing, you know
Tryna say the same thing
I mean, like
It doesn't matter how many times I say it, you know
I guess, you know
I just need you to feel he same way about me
Yeah

[Verse 1:]
You know I had to come through and let you know
I've been feeling you since I saw you making your own money, girl
I'm not even trying to ruin what you have, but I'm not okay
See you on the snap with him, but shawty, swing my way
Can't expect me to keep silent
Phone blowing up? Don't mind it
I just want us a silence
We can do the unthinkable, yeah
That's why
[Chorus:]
I know you love your man
But, girl, I want you on my wave
I want to love you down in every type of way
Best believe it, on my wave
Baby girl, I just want you on my wave",rb,Wave,0.3,0.7,2016
215,Ailani,"[Verse 1:]
So unique, you're so fucking rare
Is what you said
Always in the mood to see you
But some things ain't promised
I'm just trusting the signs
Don't wanna play it safe, don't gotta lie
Trying so hard, walking down a straight line
But you gotta know it's a thin line

[Chorus:]
And I'd like to imagine what you taste like
Imagine what I'd feel like
What it would feel like to have your body on top of mines
Even though you know I can't stay tonight
Show me the real you tonight

[Post-Chorus:]
Your body, body, body, body
Your body stays on my mind
Your body, body, body
I can't keep my cool and I just lose it
[Verse 2:]
Too big for my imagination
Let me be your motivation
Boy, don't get upset when I don't flash a pic
Let's just meet up and do the real thing
Tryna read between the lines
I know you're fine (Fine, fine)
Not tryna bе shy
Boy, I don't like to lie

[Chorus:]
And I'd like to imaginе what you taste like
Imagine what I'd feel like
What it would feel like to have your body on top of mines
Even though you know I can't stay tonight
Show me the real you tonight

[Post-Chorus:]
Your body, body, body, body
Your body stays on my mind
Your body, body, body
I can't keep my cool and I just lose it",rb,Imagine Your Body,0.3,0.6,2021
216,Realnev,"[Chorus]
Paper feelings cut so fast I can't hold on
People scream inside my head I prove them wrong
Pleasure thoughts may come and go but not for long
Even if the night is cold we still hang on

[Verse 1]
Life come full circle when you're by my side
Party's over grabs our bags and exit now
How can you love someone you dont see around
Saying that you mean the world to me is a silent sound
Darkest days are what i love so stop the sun
Fall in love with clouds cause im high above
Fall from the sky like the angel you once was

[Chorus]
Paper feelings cut so fast i can't hold on
Pеople scream inside my hеad I prove them wrong
Pleasure thoughts may come and go but not for long
Even if the night is cold we still hang on
[Verse 2]
One two three years ago
I wish we'd spend the lonely lonely road
Together, together
Life come full circle when you're by my side
Party's over grabs our bags and exit now
How can you love someone you dont see around
Saying that you mean the world to me is a silent sound
Darkest days are what i love so stop the sun
Fall in love with clouds cause im high above
Fall from the sky like the angel you once was",rb,Silent Sounds,-0.8,-0.3,2022
217,Inez Richardson,"[Verse]
Come, dear, and don't let our faith weaken
Let's keep our love fires burning bright
Your love for me is heavenly beacon
Guiding me through love's darkest night
Don't start minding or fault finding
No matter how dark one's path may grow
Fate won't hurry, well, don't worry
We'll just keep our hearts aglow

[Chorus]
Love will find a way
Though skies now are gray
Love like ours can never be ruled
Cupid's not schooled that way
Dry each tear-dimmed eye
Clouds will soon roll by
Though fate may lead us astray
My dearie, mark what I say
Love will find a way
[Instrumental Break]

[Outro]
Though fate may lead us astray
My dearie, mark what I say
Love will find a way",rb,Love Will Find A Way,0.6,0.4,1921
218,Lawrence,"Am I just another girl whose heart you’ve stolen?
You didn’t do much but the ball is rolling
And I’m sick of playing games but all I’ve got
Now I’ll pay the price or I’ll win the lot
And I’m afraid to ask the question —
But do I have a…

Shot? (x4)

Am I just another kid whose faith’s been shaken?
By a year you’re ruining but a day you’re making
And I’m tired of picking petals but it’s all I’ve got
Saying “loves me so” or “loves me not”
And I’m afraid I know the answer —
But do I have a…

Shot? (x4)
But do I have a…
Shot? (x4)

So if it’s all a tease
Then I beg you please
B-b-b-b-b--cool the jets
And though it’s plain to see
I cannot bear to leave
Without the fear of regret
Not just yet...
Am I just another fool whose strings you’re pulling?
‘Cause the jury’s still out but I know the ruling
And now I’m hanging on your web like it’s all I’ve got
And I’m wishing that I never woulda been so caught
So I’m not even gonna ask ya…

But do I have a…

Shot? (x4)
But do I have a…
Shot? (x4)
But do I have a…
Shot? (x4)
But do I have a…
Shot? (x4)",rb,Shot,-0.4,0.6,2016
219,Lil Mosey,"[Chorus]
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah

[Verse 1]
Baby, I don't really cuff girls
But baby, I'll cuff you, 'cause I really want you, yeah
I really want you, you so bad, baby, tell me, why don't you
Come my way, all I want to do is see your face
We can take it slow, this ain't no race
But we can speed up if that's okay, yeah, if that's okay
Every time you walk by, I just wanna put you on replay
See you walk by again, baby, you a ten
Can I be your man? And we can just chill, I ain't gotta go in, say, we could take it slow
Baby, you already know this the wintertime
Dark early, and it snow
So we can stay in, it's the cuffing season, I'ma stay until the end

[Chorus]
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah
[Verse 2]
Girl, nothing lasts forever
But baby, I swear I can fuck you 'til whenever (Yeah, yeah)
Usually, I play, but I ain't playing whatsoever
However, we could do it how you want it
Girl, they don't want to sever
But we could do it better, swear I'ma keep tryin', I won't ever let up
My last girl, she was so damn fed up
Yeah, I swear every day, she was telling me whatever
I'm tired of these hoes that be wanting me so perfect
But girl, you different now, swear you so damn perfect, yeah

[Chorus]
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah

[Verse 3]
Now I got you where I wanna
Baby, you so fine, can I have you 'til the summer?
If I had you, we could do whatever we wanna
When I get you, I'ma rope you in like vanilla
Too fucking bad, baby, they a fashion killer
Seen you looking down, I said,""Baby, keep your chin up""
I'm growing onto you, now I got you, baby hold up
Now you can tell them, tell all them niggas, say, ""Back up""
Baby, you mine, I'ma keep you 'til the sun up (Sun up), yeah
[Chorus]
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah
You so bad, and baby, I want you so bad, yeah
You so bad, yeah, and baby, I want you so bad, yeah",rb,So Bad,0.4,0.7,2016
220,IndigoChildRick,"[Verse 1]
I like all the features on her face she attractive
Lips with the knockers like a door with a package
D-H-L how a nigga might bag it
DHL dick hella long no cap
She know (yeah) she see it if she want it she can have it
I ain’t with the funny business I ain’t with the taxin’
What are you asking?

[Verse 2]
Pull up to shawty house
Cool lil shawty out
She gon' ride shotty now
Turn up the party now
Hop in the whip baby
Come ride in the coupe with me
Hop in my coupe baby
You slidin? You coming with me?

[Verse 3]
I don’t mean to be trippin'
I just love beautiful women
I ain’t no rude nigga
This is just me off the liquor
Geeked it's going down
We hit the road now
If she wanna party now
I'ma turn the party out
[Verse 4]
I just like beautiful women
Wanna fall in love
Got a new bad booty bitch
Tryna give it up
I'ma let her come slide in
“When we getting up?”
Shawty gunna come, fly in just to get a nut

[Bridge]
Slide it in
Ima get it
She wanna get hit
I’m the realest
Nigga in this, since it started out
IndigoChildRick, Bitch I turn the party out

[Verse 5]
Look, I was steady poppin' bitches
Ain’t got the time now
I was steady rockin' Christian
Won’t spend a dime now
Dior heavy now
Pull out the Chevy now
You have that nigga wrap that up when you rolled around?
I’m actin' petty now
Property stolen now
I was the golden child
You was just holding out
You was actin’ crazy
I was thinking somethin’ else
Damn, Yea bitch
Yea you played yourself
Uh, Baby girl, now there’s no more left",rb,Trippin,-0.6,0.6,2020
221,Bobby Taylor,"[Verse 1]
As I watch the golden sun ​
Creep down the mountainside
I turn my face to the wind
To blow away these tears I cried
Walking down the path
I kicked a stone to release some pain
Thinking back to days when love
Was just like sunshine instead of rain

[Pre-Chorus]
But I can't help but wonder
Just how you feel since you've been gone
Is that happy smile you're wearing
All pretend 'cause you're alone, oh oh oh (You're alone, you're alone)

[Chorus]
Out in the country (Out in the country)
All alone with my tears (All alone)
That's where I belong
I don't want to meet nobody new (Out in the country)
(All alone)
I just want you to come on home
(Ooo wah, ooo wah)
[Verse 2]
Ah, Sunday morning
I packed a picnic lunch for two
Goin' out where we used to go
And I'm saving a place for you, mm
Spread out on the blanket
I took a deep breath of fresh air
And it seemed just like old times
Only difference is you're not here

[Pre-Chorus]
Oh, I know that it would make more sense
To take somebody else
But I'm only thinking about you
So I'd rather be by myself (Rather be by myself)

[Chorus]
Ooh, out in the country (Out in the country)
All alone with my tears (All alone)
That's where I belong
I don't want to meet nobody new (Out in the country)
(All alone)
I just want you to come on home

Ooh ooh ooh
Oh baby, come on home
Oh, girl
Oh, oh oh
[Bridge]
Now the sun has set
And the day has turned to night
I guess that I'll just go on home
With my thoughts I'll have to fight
Thoughts of the country
And how our love began
And the good times that we've shared
Right up to the end

[Pre-Chorus]
And whenever I'm feelin' lonely
And this loneliness turns to gloom
I take my thoughts out in the country
Where there's lots of room (Where there's room I can think of you)

[Chorus]
Ooh, out in the country (Out in the country)
Oh oh oh (All alone)
Out in the country
That's where I belong (Out in the country)
Oh, yeah, yeah, yeah, yeah, yeah (All alone)
I don't wanna meet nobody new

(Out in the country)
I just wanna be left alone (All alone)",rb,Out in the Country,-0.8,-0.5,1969
222,John Lee Hooker,"[Verse 1]
I lost a good woman just about to break my heart
I lost a good woman just about to break my heart
It is all my fault
I didn’t do the things I should

[Verse 2]
She begged, she begged me “Johnny, Johnny stay home with me”
She begged,  and begged me “Johnny, stay home with me”
I wasn’t paying no mind
Running around night and day
Well, got to…

[Verse 3]
She’d try to talk to me. I grab my hat and run
She’ll try to talk to me. I grab my hat and run
Well, she couldn’t tell me nothin’
Sat down and talked to me

[Verse 4]
Now, not long that girl hurtin’ me to my heart
I done lost a good woman, and hurtin’ me to my heart
Now she mistreats me, I can’t take it no more",rb,Lost a Good Girl,-0.8,-0.2,1962
223,Your Grandparents,"[Hook]
She wanna be my only one
And she want me to
(Hold her)
She wanna be my only one
And she want me to
(Hold her)
But I can’t leave a happy home
No I can’t chip my shoulder
But I can’t leave you sad and gone
But I just can’t control ya
Fire when she blow my phone up
She out for my soul yeah
And I been steady fighting for her
I’m her riding solider
I wanna do the right thing at the right time
I know you see me writing
Outta my mind
I know that we be fighting baby I’m trying
And you wanna go sight seeing
But I ain’t signed
Sigh
Be calm be gone
She fond she want me
Chief on we gone
She on me
[Verse 1]
I hate the type of things you been doing
Hope you never settle for losers
I won’t be hyping you because of your beauty
You never knew me
We just too damn dramatic
Two could be the answer but the you one that’s absent
Act fool when I’m out at night
Call me in a panic
And It’s never love songs with you
We just argue
Then it’s vengeance on yo mind
Now you plotting All the time
I could find another dime
I could could flip another coin
But if I give my two cents
You just leave an get annoyed
Thank you
You thought me how to love myself
Figured that I don’t need no one else
Cards been dealt
Dig deep And I found truth
Can’t you tell
Made hell freeze over
Don’t Pray no one
Look like an angel
Heart like stone
Probably couldn’t save you
Rather be on my own
You do everything but smile
Tell me where did we go wrong
[Chorus]
She wanna be my only one
And she want me to
(Hold her)
She wanna be my only one
And she want me to
(Hold her)
But I can’t leave a happy home
No I can’t chip my shoulder
But I can’t leave you sad and gone
But I just can’t control ya
Fire when she blow my phone up
She out for my soul yeah
And I been steady fighting for her
I’m her riding solider
I wanna do the right thing at the right time
I know you see me writing
Outta my mind
I know that we be fighting baby I’m trying
And you wanna go sight seeing
But I ain’t signed
Sigh
Be calm be gone
She fond she want me
Chief on we gone
She on me
[Verse 2]
(Right Thing)
(I)
(I wanna do the)

I wanna do the right thing at the right time
Right thing at the right time
You know I see you riding out of your mind
Riding out of your mind
Why we always fighting tryna be right
Fighting tryna get by
I just wanna go back back in time
I just wanna take back all that I tried for you and
We had it
You let go
I want it
Want you more
I know that
You tryin
But I can’t
Keep fighting for nothing
Keep riding for nothing
You’re giving me nothing
So I'm leaving for nothing more

[Chorus]
She wanna be my only one
(She wanna be my only one)
And she want me to hold her
(And she want me to hold her)
She wanna be my only one
And she want me to hold her

[Outro]
Yeah
She want me to hold her
She want me to hold her
She want me to hold her
Yeah",rb,My Only One,0.8,-0.3,2019
224,czyby,"[Intro: cøzybøy]
I don't wanna wait
For you to wake up
'Cause I cannot stay
Yeah, you ask me too much
I stayin' up late
I stayin' up late
I stayin' up late

[Chorus: cøybøy]
Didn't text back
Call me or playin'
Disconnect your passion
Make me hate
Everything I say
Everything you say
Everything I gave you
Put in the grave
Put in the grave
Put in the grave
Everything I gave you
Put in the grave
Put in the grave
Put in the grave
Everything I gave you
Put in the grave
[Verse 1: cøzybøy]
Yeah
Burn it down
Burn it down
Burn it down no
Got those hoes to fuck  [?]
Kisses on your face",rb,​put in the grave,-0.6,0.6,2020
