,Unnamed: 0,title,tag,artist,year,x_coordinate,y_coordinate
198,199,Finest,rap,Doestax,2021,0.7,0.6
199,300,Worth it,rb,Lhomelessm,2021,0.3,0.7
200,301,Shawty on fleek,rb,Radio Rell,2015,0.3,0.7
202,303,Udue,rb,Waje,2018,0.9,0.6
203,304,Be By Myself,rb,Janine,2018,-0.6,0.5
204,305,It’s the Love,rb,Carl Anderson,1984,0.3,0.7
208,309,Top Down,rb,Angela Muoz,2020,0.3,0.7
210,311,I Use,rb,Nylo,2015,-0.7,-0.3
212,313,I love hating you,rb,Savage Rapscallion,2021,-0.7,0.6
213,314,Wave,rb,Svn. The. Singer.,2016,0.3,0.7
214,315,Imagine Your Body,rb,Ailani,2021,0.3,0.7
215,316,Silent Sounds,rb,Realnev,2022,-0.7,-0.3
218,319,So Bad,rb,Lil Mosey,2016,0.3,0.7
219,320,Trippin,rb,IndigoChildRick,2020,0.3,0.7
220,321,Out in the Country,rb,Bobby Taylor,1969,-0.8,-0.3
221,322,Lost a Good Girl,rb,John Lee Hooker,1962,-0.8,-0.1
223,324,​put in the grave,rb,czyby,2020,-0.6,0.5
224,325,Simbisa Strengthen,rb,McKurry,2020,-0.6,0.5
227,328,All Night Long,rb,Robin Thicke,2006,0.3,0.7
229,330,Ghideon,rb,Witch Prophet,2020,-0.7,0.6
230,331,Hypnotized,rb,Justine Skye,2021,-0.6,0.7
231,332,Who Told You That,rb,Mavis Staples,2017,-0.6,0.5
232,333,Gone,rb,Brendan Morris,2015,-0.7,-0.3
233,334,Oshepete,rb,Mayorkun,2018,0.7,0.9
235,336,Take Control Ride On Me Riddim,rb,EshcoNinco,2015,0.3,0.7
237,338,Together,rb,Tshego,2019,-0.4,0.7
239,340,Eve Interlude,rb,Jamila Woods,2017,0.9,-0.2
245,346,Losing,rb,Dominique Gorley,2021,-0.7,0.6
246,347,Jenny,rb,Morgan James,2017,-0.8,-0.3
250,351,New Home,rb,Rekswav,2019,-0.8,-0.5
253,354,Drug,rb,SLAE,2019,0.3,0.7
254,355,Feels So Much Better,rb,Johnny Gill,1990,0.2,1.0
255,356,Man on the Moon,rb,Dom the Composer,2019,-0.8,-0.5
258,359,Medicine Remix,rb,Sonta,2018,-0.7,0.6
259,360,Minetta Creek,rb,Blood Orange,2018,-0.8,-0.5
260,361,Yin or Yang,rb,Drew Kennett,2018,-0.6,0.5
261,362,Letter Bound,rb,Son Little,2017,0.7,0.9
262,363,Coma,rb,BKTHERULA,2017,-0.8,-0.1
263,364,Capture the Moon,rb,Champaign,1984,0.8,-0.5
264,365,Blur,rb,Girlish,2019,-0.7,0.6
265,366,Unashamed,rb,Whitney Houston,2002,0.9,-0.2
266,367,Eliza Evilsiza,rb,Micah Kesselring,2021,-0.7,0.6
267,368,Jealous,rb,Keke Palmer,2016,-0.6,0.5
269,370,I Do,rb,Boyz II Men,2000,0.7,0.9
270,371,Forever My Lady K-Ci’s Drum,rb,Jodeci,1991,0.7,0.9
277,378,This Will Have to Do Until the Real Thing Comes Along,rb,Wilbert Harrison,1970,0.7,0.9
278,379,Escape,rb,JaMyron Minor,2021,-0.8,-0.5
280,381,Family,rb,Goldie love,1992,0.8,0.3
282,383,Whistle,rb,Jonn Hart,2018,0.3,0.7
285,386,Re-Write the Memories,rb,New Edition,2004,-0.7,0.6
286,387,20 Something,rb,Olivia King,2021,-0.4,0.7
288,389,X 1 Thing Wrong,rb,JoJo,2020,-0.6,0.5
289,390,One Night Lover,rb,Tory Lanez,2010,0.3,0.7
291,392,L.M.O.D.,rb,Dez Wave,2019,-0.6,0.5
299,400,Hold On to Me,rb,Kyle Dion,2016,-0.8,-0.1
301,402,Philosophies,rb,Joey Diamond,2019,-0.6,0.5
302,403,Oh No She Didnt,rb,Isyss,2002,-0.6,0.7
306,407,Better than the real thing,rb,Snoozegod,2019,0.7,0.6
307,408,Last Thing I Do,rb,Casimir Cadence,2021,-0.7,0.3
308,409,DONT TELL ME,rb,TWONIEB,2021,0.3,0.7
312,413,Nani,rb,IDRYS,2017,0.3,0.7
314,415,Medicine.,rb,LoNEly iS hUNteR,2019,0.9,-0.2
315,416,Im Prison Bound,rb,Sunnyland Slim,1961,-0.8,-0.1
319,420,Company,rb,Trey Songz,2015,-0.8,-0.3
320,421,Bustin Loose,rb,Chuck Brown And The Soul Searchers,1979,0.3,0.7
321,422,After You Leave Girl,rb,The Jackson 5,2012,-0.7,0.6
322,423,The Judgement Come,rb,Cornell Campbell,1978,-0.8,-0.1
326,427,Watching You,rb,Slave,1980,0.3,0.7
327,428,Foolish,rb,Jalisa,2018,-0.7,0.6
328,429,Keep It Real,rb,Marmar Oso,2020,-0.7,0.6
329,430,Get What You Want,rb,Sir Woman,2022,-0.7,0.3
331,432,Going To the Hop,rb,The Satintones,1959,0.9,0.6
332,433,I’m Afraid The Masquerade is Over,rb,David Porter,1971,-0.4,0.7
334,435,The Time We Have,rb,O.V. Wright,1977,0.3,0.7
335,436,Fall In Love With Imperfections interlude,rb,Kill_Swxtch,2019,-0.7,0.6
336,437,Running Back,rb,ENI (IAMENI),2017,-0.6,0.7
337,438,Bush Doctor,rb,Peter Tosh,1978,-0.6,0.5
340,441,Down Bad,rb,Sellous,2019,0.3,0.7
341,442,THE WORLD IS YOURS,rb,Yexwxrld,2020,0.7,0.9
342,443,The Girl Named Grey,rb,svrite,2018,0.8,0.3
343,444,The Addition to Blues,rb,Doug MacLeod,2008,0.2,1.0
344,445,Bad things,rb,LoNEly iS hUNteR,2019,0.7,0.9
346,447,Kidnapped,rb,Ginuwine,2011,0.3,0.7
347,448,Sun,rb,Safa Liron,2019,-0.8,-0.1
351,452,8PM in Pretoria,rb,Lucious Lark,2020,0.3,0.7
356,457,Christmas Without You,rb,Xscape,1996,-0.7,0.6
359,460,Euphoria,rb,ORLI ANROW,2021,0.3,0.7
361,462,Wake Up,rb,Taveeta,2017,-0.7,0.6
363,464,Heavy Love,rb,Mali Music,2014,0.7,0.6
364,465,Distance,rb,Carti Bankx,2017,0.7,0.9
365,466,Wild Honey,rb,Van Morrison,1980,0.7,0.9
367,468,No More Remix,rb,OMEHGA,2017,-0.6,0.5
368,469,Rocket Man,rb,CammWess & John Legend,2020,-0.7,-0.3
369,470,Crown  Key,rb,GAIKA,2018,-0.2,0.7
370,471,Shoe Was On The Other Foot,rb,Patti LaBelle,1997,-0.8,-0.3
372,473,GELATO feat. Devin,rb,Cayluu,2021,0.7,0.6
373,474,Undercover Love,rb,B Mac & B Sev,2019,0.3,0.7
374,475,Strange I Still Love You,rb,Margie Joseph,1974,-0.8,-0.1
375,476,Booty Music,rb,Git Fresh,2015,0.3,0.7
376,477,Vows,rb,Knucks,2017,0.3,0.7
377,478,Facetime,rb,Tank,2020,0.3,0.7
378,479,Natural,rb,Montell Fish,2018,0.9,-0.2
383,484,G-Code,rb,Marr Grey,2018,-0.7,0.3
384,485,More Fire,rb,Angel,2013,0.7,0.9
386,487,In Love,rb,Angel,2019,0.3,0.7
387,488,Fuck the World Summer in London,rb,Brent Faiyaz,2019,0.7,0.6
388,489,What About Us Acoustic,rb,Eric Bellinger,2021,-0.7,0.3
390,491,Dumb Shit,rb,Tyrese,2014,-0.8,-0.1
392,493,This girl is biracial,rb,Dons Life,2019,0.9,-0.2
393,494,Sparks,rb,"Marie Dahlstrm, Dan Diggas, Aligo",2021,0.3,0.7
394,495,See Saw,rb,The Moonglows,1958,-0.6,0.5
397,498,Just Do It,rb,Rai Hann,2020,0.7,0.6
398,499,Another Land,rb,D-toks,2020,-0.8,-0.3
399,600,Goons of Hazzard,rock,Dead Kennedys,1985,-0.4,0.7
400,601,Summertime Blues Royal Albert Hall,rock,The Who,2003,-0.8,-0.3
401,602,I Call My Pain by Your Name,rock,Ellen Foley,2021,-0.7,0.6
402,603,And the Healing Has Begun,rock,Van Morrison,1979,0.7,0.6
403,604,Tiny Screens,rock,Summerhead,2021,-0.8,-0.5
404,605,Shirley,rock,Sorrytown,2016,-0.8,-0.3
407,608,That Side of Me,rock,12v Negative Earth,2004,-0.4,0.7
408,609,My Ex,rock,Nacho Gomez Cao,2020,-0.8,-0.1
409,610,Things Gonna Change Some,rock,Sugarloaf,1970,-0.3,-0.7
411,612,Borstal Breakout,rock,Street Dogs,2003,-0.2,0.7
413,614,Behold the Tyrants Fall,rock,Chronolyth,2013,-0.6,0.7
416,617,UnbreakableTruth to Power EP,rock,Insolence,2020,-0.4,0.7
418,619,You Have Flaws,rock,"Captain, We're Sinking",2013,-0.8,-0.3
424,625,Those Were the Days,rock,Old 97's,2017,0.7,0.6
429,630,Shut Up,rock,blink-182,2001,-0.6,0.5
431,632,Jet Black Heart,rock,Arrows To Athens,2016,-0.8,-0.3
433,634,Second Sight,rock,Harrow,1996,-0.7,0.6
435,636,Death Prize,rock,Deficit (AU),2021,-0.6,0.7
436,637,Mirrorful,rock,Jawbox,1996,-0.6,0.5
437,638,Doubts,rock,Painting Promises,2019,-0.8,-0.1
438,639,Revolution Coming,rock,Red Mesa,2014,-0.4,0.7
439,640,Whenever Im Alone,rock,We Are Waves,2014,-0.4,0.7
440,641,Kill Somebody Unplugged,rock,YUNGBLUD,2018,-0.6,0.7
442,643,Touch the Razor,rock,Hangman's Chair,2018,-0.8,-0.3
443,644,Everybody Bonus Track,rock,Stabilo,2006,-0.6,0.5
444,645,Keep Me,rock,Imminence,2017,-0.8,-0.1
448,649,Stop,rock,The Summer Kills,2018,-0.7,0.6
449,650,Pink Lakes,rock,Solanas,2015,-0.3,-0.7
450,651,First Day of Spring,rock,Graham Parker,1995,0.9,-0.2
452,653,Murderboy,rock,Finding Aureus,2021,-0.6,0.7
453,654,Turn It Up,rock,Ashland,2017,0.7,0.9
456,657,Backwash,rock,Deadlights (Post-Hardcore),2017,-0.6,0.5
458,659,Altered Beast I,rock,King Gizzard & The Lizard Wizard,2017,-0.4,0.7
459,660,M.S. Bismarck,rock,Asphyx,1992,-0.4,0.7
460,661,The Waves,rock,Bjrn Riis,2017,-0.8,-0.1
461,662,Mile Away,rock,Allison Crutchfield,2017,-0.6,0.5
463,664,Hampden Cabs,rock,The Dunts,2017,-0.7,-0.7
464,665,Faded Memory,rock,Skarlett Riot,2013,-0.8,-0.3
466,667,Rise With the Fallen Ones,rock,Cerberus (Band),2019,-0.6,0.7
467,668,Tempo,rock,Ray Charles,2000,0.7,0.9
468,669,Placeholder,rock,Secondsun,2020,-0.6,0.7
470,671,Here Comes Sally,rock,Glen Burtnik,1987,0.9,-0.2
476,677,Communion with the Void,rock,Antediluvian,2012,-0.8,-0.3
477,678,Waiting For Tomorrow,rock,Urbanites,2018,-0.8,-0.1
478,679,Rise,rock,Neither/neither World,2003,0.7,0.9
480,681,Dont Get Funny with Me,rock,The Cramps,1991,-0.6,0.5
486,687,Rooms,rock,Harvey Parker,2020,-0.8,-0.3
487,688,Rainbow,rock,Kim Mitchell,1995,0.7,0.9
490,691,Acquaintance,rock,Atlantic Wasteland,2019,-0.7,0.6
493,694,Without You,rock,Mike Shupp,1997,-0.7,-0.3
495,696,Execution,rock,Grave Digger (band),2010,-0.6,0.7
496,697,Great Soul,rock,The Tragically Hip,2016,-0.3,-0.7
497,698,Lay By Me,rock,Firekid,2015,0.6,-0.3
498,699,Warriors  Queens,rock,The Ninja (Band),1985,0.3,0.7
499,700,Smaller and Smaller,rock,Faith No More,1992,-0.8,-0.3
501,702,Russian Winter,rock,London (Band),1990,-0.7,0.3
502,703,Falling,rock,Waste Of Mind,2018,0.7,0.9
503,704,The Straight and the Narrow,rock,Spiritualized,2001,-0.8,-0.5
509,710,Chessman Red Monday,rock,Amputated Genitals,2005,-0.2,0.7
513,714,Waster,rock,Max Bemis and the Painful Splits,2010,-0.8,-0.3
514,715,Halloween 18,rock,Early Eyes,2021,-0.6,0.5
516,717,Showdown,rock,Boy & Bear,2015,-0.4,0.7
517,718,Baby Please Dont Go,rock,AC/DC,1975,-0.8,-0.1
521,722,What Are You Afraid Of?,rock,Emphatic,2019,-0.4,0.7
522,723,Impious Plague in Catacombs,rock,Necrowretch,2013,-0.4,0.7
525,726,High School Drama Violence,rock,Clay J Gladstone,2021,-0.8,-0.1
526,727,Good Life,rock,Ron Pope,2018,0.9,-0.2
527,728,Rust,rock,Miss May I,2010,-0.4,0.7
531,732,Red War,rock,Soulfly,2015,-0.4,0.7
533,734,Godless,rock,The Crown (Band),1995,-0.8,-0.3
535,736,10:00 AM,rock,State Champs,2020,-0.7,0.6
536,737,Chorus and the Ring,rock,R.E.M.,2001,-0.4,0.7
538,739,Walk On Water,rock,Nonpoint,2016,-0.6,0.5
539,740,Psychosomaticism,rock,Kylie V,2018,-0.8,-0.3
542,743,Sensory Overload,rock,Kuritarvitaja,2022,-0.8,-0.1
549,750,Keep Nothing Hushed No No No,rock,Coley Mixan,2020,0.8,0.3
550,751,Hammered Demo,rock,Mtley Cre,1994,-0.6,0.7
555,756,Unsung Beauty,rock,I Declare War,2006,-0.8,-0.5
556,757,The Eagle of the Star,rock,Dwarrowdelf,2020,-0.2,0.7
558,759,Sensation,rock,Animal Flag,2016,-0.7,0.6
559,760,Impermanence Streakt Through Marble,rock,Falls of Rauros,2017,-0.8,-0.3
567,768,Savage,rock,Ben Khan,2014,-0.6,0.7
569,770,One More Heartache,rock,Marvin Gaye,1966,-0.8,-0.1
572,773,No More Sorrow,rock,Linkin Park,2007,-0.6,0.7
574,775,Holding on,rock,Lynx (1976),1976,-0.8,-0.3
575,776,S.M.D.,rock,Solstice (USA),1992,-0.6,0.5
576,777,Alive,rock,Maggie Gently,2020,-0.7,0.3
578,779,Prelude,rock,Scary Kids Scaring Kids,2007,-0.7,0.3
581,782,Penny Lane,rock,Aim High,2021,-0.6,0.7
582,783,Serrated,rock,Eldest 11,2013,-0.6,0.5
585,786,Anchored,rock,Ghost Brigade,2014,-0.8,-0.3
586,787,Sad people blue eyes,rock,Forever Unknown,2022,-0.8,-0.3
588,789,Wax Rose Saturday,rock,Mux Mool,2010,0.7,0.9
589,790,Lenora,rock,Madam Macadam,2012,0.7,0.6
591,792,I Just Want to Love You,rock,Leave it Blank (band),2018,0.3,0.7
592,793,Montaigne,rock,Pinback,1999,-0.7,0.6
593,794,Back Pages,rock,The Brandals,2021,-0.7,0.3
595,796,Riding with the King,rock,B.B. King & Eric Clapton,2000,0.7,0.9
598,799,Problems,rock,Local Violence,2021,-0.8,-0.3
600,901,Gorgeous,pop,ICE (USA),2015,0.7,0.6
601,902,The Worst Is yet To Come,pop,Slut,2021,-0.8,-0.5
603,904,Deep Inside My Heart,pop,Jamie Rivera,2003,0.9,0.6
606,907,Broken Wing,pop,Evil,2021,-0.8,-0.3
607,908,Creature Of Night,pop,Zombie Girl,2007,-0.8,-0.1
612,913,Automata,pop,KOGARASHI,2019,-0.6,0.7
615,916,Spin The Record,pop,Melodi Brown,2002,0.7,0.9
616,917,Not A Love Song,pop,Ida Corr,2017,-0.3,-0.7
617,918,The Greatest RedTop Remix,pop,Michelle Williams,2008,0.9,0.2
621,922,SOMEDAY,pop,YOG$,2021,-0.7,-0.3
623,924,Explain,pop,Adi Lukovac & Ornamenti,2015,-0.8,-0.3
625,926,Oh My Goodness,pop,The Lynns,1998,0.7,0.6
630,931,To Be Loved Schillerschule Remix,pop,Whitney Tai,2015,-0.7,0.6
631,932,Too Late,pop,Aston Merrygold,2016,-0.7,-0.3
634,935,No Child Left Behind,pop,Adolescents,2011,-0.6,0.5
636,937,Mercy,pop,Sarah McLachlan,1991,-0.7,-0.3
641,942,True Love Will Find You In The End Cover,pop,Fond Memory Vacation,2021,0.6,-0.4
643,944,You are the reason,pop,CAPSULE,2007,0.6,-0.4
647,948,Take Off Ur Pants,pop,Indigo De Souza,2018,-0.7,0.3
649,950,Love You Now Love You Later,pop,Ben Kessler,2021,-0.3,-0.7
654,955,Nobodys Fault But Mine,pop,Tom Jones,2010,-0.7,-0.3
656,957,Damned If I Do Ya Damned If I Dont Live From MTV Unplugged,pop,All Time Low,2010,-0.7,0.6
659,960,​love nwantiti German Frizzo Remix,pop,CKay,2020,0.3,0.7
661,962,Nine Summers Lost,pop,Harry Manx,2009,-0.7,-0.3
662,963,Do You Kow What I Mean,pop,Lee Michaels,2015,-0.7,0.6
666,967,Accidental Happiness,pop,Ida Maria,2014,-0.3,-0.7
668,969,Stop The Music Is Over,pop,Lutha,2015,-0.7,-0.3
673,974,Alien Unplugged,pop,Your Favorite Martian,2012,-0.8,-0.1
674,975,I Dont Know How to Love You,pop,Delanie,2020,-0.7,0.3
681,982,An Attempt To Forget,pop,Backseat Goodbye,2008,-0.8,-0.5
684,985,Ghost,pop,Jeremiah Neil,2019,0.3,0.7
693,994,Diamonds,pop,Miss Mango,2014,0.8,-0.5
695,996,Insecure,pop,Clover The Girl,2019,-0.8,-0.3
698,999,The Seasons in Between,pop,Enik,2006,-0.3,-0.7
700,1001,Strange Fruit,pop,The Twilight Singers,2004,-0.8,-0.5
701,1002,ZERO FIVE STARS,pop,COUCOU CHLOE,2021,-0.7,-0.7
705,1006,Before The Dawn,pop,Centinex,1997,-0.8,-0.3
707,1008,Walk On Stars,pop,Angels & Agony,2007,0.9,0.6
710,1011,Psalm 63,pop,Robbie Seay Band,2013,0.8,0.3
711,1012,Everybodys Had the Blues,pop,Dean Martin,1983,-0.7,-0.3
714,1015,One the Planes,pop,Jandek,1986,-0.3,-0.7
715,1016,Ronnies Samba,pop,Matt Bianco,2004,0.9,0.6
717,1018,What I Needed,pop,Dark Dark Dark,2013,-0.3,-0.7
718,1019,Cereal Song Live,pop,The Blank Minds,2018,0.9,0.6
722,1023,Searching,pop,Lowes,2018,-0.6,0.5
724,1025,This Time,pop,NvMe,2021,-0.6,0.5
728,1029,God Knows,pop,Nico Santos,2018,0.7,0.6
732,1033,No Good,pop,Perfume Genius,2014,-0.7,-0.3
734,1035,Morning star,pop,Jimi Hunydread,2020,0.7,0.6
737,1038,Violence Rezz Remix,pop,Grimes & i_o,2021,-0.6,0.5
739,1040,Flowers of Youth,pop,Cynthia Alexander,2015,-0.7,-0.3
740,1041,Special,pop,Disally,2018,0.3,0.7
742,1043,Awaken The Monster,pop,Gaia Epicus,2007,-0.2,0.7
743,1044,You Look Rly Cute,pop,awfultune,2019,0.7,0.9
748,1049,Hospital Cover,pop,Cavetown,2014,-0.7,0.3
749,1050,You Do Something To Me,pop,Doris Day,1957,0.2,1.0
750,1051,Whos Fooling Who,pop,Jakko Jakszyk,1984,-0.7,0.6
751,1052,Happy Xmas War Is Over,pop,Damian McGinty,2016,0.9,0.6
752,1053,Who I Am,pop,Leif Bent,2018,0.1,-0.7
754,1055,Did My Time Live at CBGB,pop,Korn,2006,-0.6,0.7
755,1056,Were All Theme Parks,pop,Team Goldie,2008,-0.7,0.3
757,1058,With You,pop,Rosel Pomaney,2018,0.7,0.6
758,1059,Ray of Sunshine,pop,Lucinnio,2013,0.6,-0.4
761,1062,Where There Was Darkness,pop,Diana Ross,1970,0.9,0.6
762,1063,Exiles,pop,Cruachan,2002,-0.8,-0.5
763,1064,Love Can Die,pop,Benighted in Sodom,2010,-0.8,-0.3
766,1067,Better Love,pop,WESLEE,2018,-0.7,0.3
768,1069,Silver Bells,pop,Carol Jane,2015,0.7,0.6
769,1070,Alarms,pop,Parrotfish,2019,-0.8,-0.1
770,1071,For You,pop,Paula Sophie Bode,2020,-0.8,-0.3
771,1072,Contordations,pop,Assorted Jelly Beans,1998,0.7,0.9
776,1077,​oblivion,pop,Coals,2020,0.8,-0.5
777,1078,Keeps Getting Better,pop,Josh Hoge,2008,0.9,-0.2
779,1080,Dont Think Twice Its Alright,pop,Nick Drake,2015,-0.7,-0.3
782,1083,Requiem,pop,"Laura Dreyfuss, Michael Park & Jennifer Laura Thompson",2017,-0.6,0.7
783,1084,What Happened to the Night,pop,Sam Segurado,2017,-0.7,0.3
788,1089,MOIST,pop,GESS,2015,0.7,0.9
789,1090,Goathorneds Revenge,pop,Azarath,2006,-0.6,0.7
791,1092,Love In Motion,pop,Mayer Hawthorne,2012,0.7,0.9
792,1093,Send This To Your Crush,pop,Abbey Glover,2019,0.3,0.7
794,1095,W.O.M.A.N,pop,Spice Girls,1999,0.7,0.6
